지역,아파트,면적,층,가격
강원도 강릉시 교동,강릉교동롯데캐슬1단지,135.1727,4,59000
강원도 강릉시 교동,강릉교동롯데캐슬2단지,135.1008,9,51500
강원도 강릉시 교동,교동1주공,59.89,12,23200
강원도 강릉시 교동,교동3주공,59.86,10,27000
강원도 강릉시 교동,교동3주공,59.79,4,26000
강원도 강릉시 교동,교동이-편한세상,84.7155,8,35000
강원도 강릉시 교동,대인맨션,84.72,1,20000
강원도 강릉시 교동,오뚜기,53.19,5,4800
강원도 강릉시 교동,한신,59.84,13,19700
강원도 강릉시 내곡동,강부2,41.18,1,7400
강원도 강릉시 내곡동,강부2,41.18,1,7400
강원도 강릉시 내곡동,남산삼익,58.74,3,10500
강원도 강릉시 내곡동,남산삼익,58.74,5,9900
강원도 강릉시 내곡동,내곡동현대,59.84,16,21000
강원도 강릉시 내곡동,내곡동현대,59.84,14,17600
강원도 강릉시 내곡동,내곡주공,39.3,4,9000
강원도 강릉시 내곡동,내곡주공,46.68,1,9500
강원도 강릉시 내곡동,내곡한라,59.97,9,21500
강원도 강릉시 내곡동,내곡한라,59.97,6,17000
강원도 강릉시 내곡동,내곡한라,84.95,1,23000
강원도 강릉시 내곡동,벽산블루밍더베스트아파트,59.96,16,27000
강원도 강릉시 내곡동,삼익타워맨션,116.08,4,21900
강원도 강릉시 노암동,고합,32.04,3,6600
강원도 강릉시 노암동,노암3한라,59.994,5,14600
강원도 강릉시 노암동,노암남산현대,84.99,10,25000
강원도 강릉시 노암동,한라2,59.989,6,15000
강원도 강릉시 노암동,현대,84.945,10,21000
강원도 강릉시 송정동,강릉송정신원아침도시,84.9522,2,42000
강원도 강릉시 송정동,강릉송정신원아침도시,109.495,11,62000
강원도 강릉시 송정동,강릉송정신원아침도시,75.9722,6,42000
강원도 강릉시 송정동,비치소라,54.03,4,12700
강원도 강릉시 연곡면 영진리,삼우그린,30.24,13,6000
강원도 강릉시 연곡면 영진리,삼우그린,43.2,11,9000
강원도 강릉시 연곡면 영진리,삼우그린,30.24,5,6500
강원도 강릉시 연곡면 영진리,영진부영2,59.987,3,16700
강원도 강릉시 연곡면 영진리,영진부영2,84.8923,4,25000
강원도 강릉시 연곡면 영진리,영진부영3,84.9157,11,23000
강원도 강릉시 연곡면 영진리,영진코아루비치테라스,29.9674,8,12600
강원도 강릉시 유천동,엘에이치선수촌8단지,74.88,13,41000
강원도 강릉시 유천동,엘에이치선수촌8단지,74.88,24,39000
강원도 강릉시 입암동,강동2,59.64,5,8300
강원도 강릉시 입암동,삼우그린,59.89,2,11400
강원도 강릉시 입암동,에버그린,59.85,2,13700
강원도 강릉시 입암동,에버그린,59.85,8,14000
강원도 강릉시 입암동,에버그린,59.85,9,13800
강원도 강릉시 입암동,이안강릉타운,157.34,3,43000
강원도 강릉시 입암동,입암1주공,39.72,1,11600
강원도 강릉시 입암동,입암2주공,39.69,1,12500
강원도 강릉시 입암동,입암4주공,59.8,1,15400
강원도 강릉시 입암동,입암4주공,59.8,13,16400
강원도 강릉시 입암동,입암5주공,49.97,10,13400
강원도 강릉시 입암동,입암5주공,39.99,9,9500
강원도 강릉시 입암동,입암5주공,49.97,13,12800
강원도 강릉시 입암동,입암5주공,49.97,9,13500
강원도 강릉시 입암동,입암5주공,49.97,4,13500
강원도 강릉시 입암동,입암6주공,59.99,12,18600
강원도 강릉시 입암동,입암6주공,49.62,12,13000
강원도 강릉시 입암동,입암6주공,49.62,4,12800
강원도 강릉시 입암동,입암6주공,59.99,9,16100
강원도 강릉시 입암동,입암6주공,59.99,9,16100
강원도 강릉시 입암동,입암6주공,59.99,7,18400
강원도 강릉시 입암동,입암6주공,49.62,5,12000
강원도 강릉시 입암동,입암현대,59.956,2,22000
강원도 강릉시 입암동,입암현대,84.904,10,25500
강원도 강릉시 입암동,태경태우광업소사원,36.69,3,3850
강원도 강릉시 입암동,태평양임대,34.722,7,6800
강원도 강릉시 입암동,태평양임대,39.348,2,7550
강원도 강릉시 입암동,태평양임대,34.722,10,7000
강원도 강릉시 주문진읍 교항리,극동,84.93,6,17000
강원도 강릉시 주문진읍 교항리,신생빌라,83.2,5,7000
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,8,8500
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,14,9800
강원도 강릉시 주문진읍 교항리,유성,49.89,3,6000
강원도 강릉시 주문진읍 교항리,유성,49.89,5,5300
강원도 강릉시 주문진읍 교항리,주문진벽산블루밍오션힐스,59.9493,2,26000
강원도 강릉시 주문진읍 주문리,주문진삼부르네상스,59.925,7,26000
강원도 강릉시 주문진읍 주문리,케이티레파트더블루힐,59.33,2,9200
강원도 강릉시 주문진읍 주문리,케이티레파트더블루힐,84.974,14,16400
강원도 강릉시 주문진읍 주문리,케이티레파트더블루힐,59.33,10,28800
강원도 강릉시 초당동,유화2,78.167,11,20000
강원도 강릉시 초당동,유화3,45.68,4,11000
강원도 강릉시 초당동,현대,84.58,1,24000
강원도 강릉시 초당동,현대,59.875,9,17400
강원도 강릉시 포남동,강릉7(1183-4),81.28,5,19700
강원도 강릉시 포남동,강릉7(1183-4),81.28,5,22900
강원도 강릉시 포남동,강릉7(1183-4),81.28,4,19000
강원도 강릉시 포남동,강부1,55.41,1,8300
강원도 강릉시 포남동,강부3,59.677,2,9600
강원도 강릉시 포남동,동남2,54.945,5,10700
강원도 강릉시 포남동,동남2,54.945,5,9700
강원도 강릉시 포남동,미진맨션2,84.99,3,15000
강원도 강릉시 포남동,일송,59.135,8,17500
강원도 강릉시 포남동,일송,59.135,8,17500
강원도 강릉시 포남동,포남1주공,42.54,5,12500
강원도 강릉시 홍제동,강릉홍제힐스테이트,129.689,8,44500
강원도 강릉시 홍제동,강릉홍제힐스테이트,84.961,13,35000
강원도 강릉시 홍제동,미성,59.8,3,12600
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,12,31500
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,12,31500
강원도 강릉시 홍제동,우미린아파트,78.4089,19,40500
강원도 강릉시 홍제동,우산,33.225,3,7100
강원도 강릉시 홍제동,홍제푸르지오,105.715,1,36000
강원도 강릉시 홍제동,홍제한신휴플러스,84.59,13,39000
강원도 강릉시 회산동,강릉서희스타힐스리버파크,74.6787,15,32400
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,7,34700
강원도 강릉시 회산동,힐스테이트강릉,74.9974,15,28000
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,14,7200
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,9,7200
강원도 고성군 간성읍 신안리,고성삼익레스타운,59.68,8,13450
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,15,7500
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,2,7000
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,14,7550
강원도 고성군 거진읍 거진리,동진,49.44,5,6000
강원도 고성군 토성면 봉포리,고성봉포코아루오션비치,63.8634,2,25000
강원도 고성군 토성면 봉포리,고성봉포코아루오션비치,84.6702,17,45000
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,16,32000
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,13,34300
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,10,33750
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,20,35300
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,20,35300
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,13,34300
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,14,34800
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,15,35150
강원도 고성군 토성면 천진리,고성천진한신더휴,84.9721,14,34800
강원도 고성군 토성면 청간리,유진클래시움,59.52,6,19800
강원도 고성군 토성면 청간리,유진클래시움,37.65,8,10500
강원도 동해시 대진동,화목썬빌리지,84.863,1,15500
강원도 동해시 대진동,화목썬빌리지,84.863,2,15600
강원도 동해시 대진동,화목썬빌리지,84.863,1,15500
강원도 동해시 대진동,화목썬빌리지,84.863,2,15600
강원도 동해시 동회동,"대동1,2차",59.3575,1,7700
강원도 동해시 동회동,"대동1,2차",59.97,4,8300
강원도 동해시 동회동,"대동1,2차",45,13,6200
강원도 동해시 동회동,"대동1,2차",73.4675,11,13000
강원도 동해시 동회동,"대동1,2차",73.4675,1,11800
강원도 동해시 동회동,대동3차,59.3575,9,9300
강원도 동해시 동회동,현대4차,45,6,6700
강원도 동해시 동회동,현대4차,73.4675,15,12800
강원도 동해시 동회동,현대5차,84.9562,19,17000
강원도 동해시 동회동,현대5차,84.9562,3,16100
강원도 동해시 동회동,협성2차,59.6,3,7600
강원도 동해시 묵호진동,삼본임대,40.965,6,6000
강원도 동해시 발한동,대림,68.7747,6,11000
강원도 동해시 발한동,대림,68.7747,6,11000
강원도 동해시 발한동,우석1차,32.28,4,3000
강원도 동해시 발한동,우석1차,32.28,4,3550
강원도 동해시 발한동,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,12,21000
강원도 동해시 부곡동,삼화미성,49.89,3,4750
강원도 동해시 부곡동,선샤인파크,77.1,9,13000
강원도 동해시 부곡동,우석2차,51.21,2,3650
강원도 동해시 북평동,e편한세상동해,78.88,2,27300
강원도 동해시 북평동,e편한세상동해,84.98,11,31450
강원도 동해시 북평동,e편한세상동해,84.98,12,32000
강원도 동해시 북평동,성협4차,84.9,4,7000
강원도 동해시 쇄운동,아름다운아침,49.95,7,7200
강원도 동해시 쇄운동,아름다운아침,49.95,7,7200
강원도 동해시 쇄운동,아름다운아침,39.08,15,6400
강원도 동해시 쇄운동,아름다운아침,39.08,7,6200
강원도 동해시 쇄운동,아름다운아침,49.95,5,7250
강원도 동해시 쇄운동,아름다운아침,39.08,4,6400
강원도 동해시 쇄운동,아름다운아침,49.95,15,7000
강원도 동해시 이도동,동해아이파크,84.98,12,31000
강원도 동해시 이도동,동해아이파크,84.98,5,29200
강원도 동해시 이도동,동해이도코아루더스카이,84.9464,7,25500
강원도 동해시 이도동,동해이도코아루더스카이,75.4987,14,25500
강원도 동해시 이도동,동해이도코아루더스카이,75.4987,13,24850
강원도 동해시 이도동,이도1주공,49.62,13,6700
강원도 동해시 이도동,이도2주공,59.39,4,9200
강원도 동해시 이로동,동해규수방,41.94,1,2300
강원도 동해시 천곡동,리더스빌,123.48,5,14800
강원도 동해시 천곡동,범주성지(가나),59.95,5,6000
강원도 동해시 천곡동,삼성,59.16,5,11400
강원도 동해시 천곡동,삼성,59.16,7,8000
강원도 동해시 천곡동,센트로빌,84.9685,14,16500
강원도 동해시 천곡동,센트로빌,59.9587,2,13300
강원도 동해시 천곡동,시영3차,49.94,5,6000
강원도 동해시 천곡동,천곡주공1차,44.78,5,6700
강원도 동해시 천곡동,천곡주공1차,43.97,4,8100
강원도 동해시 천곡동,천곡주공2차,49.22,4,9000
강원도 동해시 천곡동,천곡주공3차,49.22,5,6900
강원도 동해시 천곡동,천곡주공4차,39.6,5,5700
강원도 동해시 천곡동,천곡주공4차,47.01,4,8200
강원도 동해시 천곡동,천곡주공4차,39.69,5,6500
강원도 동해시 천곡동,천곡주공4차,39.99,3,8400
강원도 동해시 천곡동,천곡주공4차,39.99,4,6550
강원도 동해시 천곡동,천곡주공4차,39.69,2,6700
강원도 동해시 천곡동,한양2차,72.71,4,9250
강원도 동해시 천곡동,한양2차,49.81,1,6850
강원도 동해시 천곡동,한양2차,49.81,11,7000
강원도 동해시 천곡동,현대1차,84.945,13,15500
강원도 동해시 천곡동,현대1차,84.945,4,14900
강원도 동해시 천곡동,현대1차,84.945,8,15450
강원도 동해시 천곡동,현대1차,84.945,9,15000
강원도 동해시 평릉동,동해하나리움,59.9844,10,17400
강원도 동해시 평릉동,동해하나리움,59.9844,5,16700
강원도 동해시 평릉동,동해하나리움,59.4026,14,12000
강원도 동해시 평릉동,동해하나리움,59.9844,13,18000
강원도 동해시 평릉동,동해하나리움,59.9844,5,17500
강원도 동해시 평릉동,렉시움,84.7476,10,31500
강원도 동해시 평릉동,코아루디오션,84.9694,4,29000
강원도 동해시 평릉동,코아루디오션,84.9694,4,29000
강원도 동해시 효가동,명보1차,46.25,5,2000
강원도 동해시 효가동,명보1차,46.25,5,2150
강원도 동해시 효가동,유존양지,52.41,5,3150
강원도 동해시 효가동,유존양지,52.41,4,3000
강원도 삼척시 교동,교동지웰,59.8194,6,17300
강원도 삼척시 교동,교동코아루,60,8,9600
강원도 삼척시 교동,교동코아루,60,1,8500
강원도 삼척시 교동,교동코아루,60,1,9100
강원도 삼척시 교동,교동코아루,60,6,9200
강원도 삼척시 교동,교동코아루,84.929,6,19000
강원도 삼척시 교동,교동코아루,60,15,8900
강원도 삼척시 교동,교동코아루,60,4,9400
강원도 삼척시 교동,동부,59.83,8,9000
강원도 삼척시 교동,동부,59.83,2,8500
강원도 삼척시 교동,신동아,59.895,15,11900
강원도 삼척시 교동,현대,59.62,15,7500
강원도 삼척시 남양동,백조맨션1차,84.76,4,7800
강원도 삼척시 남양동,백조임대(348-3),35.7,3,3000
강원도 삼척시 남양동,한흥3,39.93,1,5800
강원도 삼척시 마달동,누가,27.18,4,2300
강원도 삼척시 원당동,원당현대,84.937,10,14600
강원도 삼척시 원당동,한양,84.54,8,13000
강원도 삼척시 원덕읍 호산리,삼보빌라,77.56,2,6000
강원도 삼척시 정상동,강부3차,27.36,10,3850
강원도 삼척시 정상동,석미,56.97,10,7400
강원도 삼척시 정상동,석미,39.87,2,5500
강원도 삼척시 정상동,석미,56.97,2,7000
강원도 삼척시 정상동,석미,56.97,3,7600
강원도 삼척시 정상동,유성,48.03,1,4800
강원도 삼척시 정상동,유성,59.43,12,6700
강원도 삼척시 정상동,유성,39.48,5,4100
강원도 삼척시 정상동,유성,48.03,8,4900
강원도 삼척시 정상동,청솔1차,59.85,11,9000
강원도 삼척시 정상동,청솔1차,59.85,12,7900
강원도 삼척시 정상동,현진에버빌,84.957,15,27600
강원도 속초시 교동,계명,30.21,8,6000
강원도 속초시 교동,계명,30.21,11,5850
강원도 속초시 교동,계명,30.21,4,5450
강원도 속초시 교동,계명,30.21,6,5700
강원도 속초시 교동,계명,30.21,8,5850
강원도 속초시 교동,계명,30.21,3,5000
강원도 속초시 교동,남광하우스토리,59.5144,7,21900
강원도 속초시 교동,남광하우스토리,84.9976,7,29000
강원도 속초시 교동,남광하우스토리,84.9976,14,29500
강원도 속초시 교동,남광하우스토리,59.5144,16,23000
강원도 속초시 교동,남광하우스토리,35.3544,8,15500
강원도 속초시 교동,대명늘푸른,59.9584,6,16000
강원도 속초시 교동,대명늘푸른,59.9584,8,12800
강원도 속초시 교동,동부,60,3,13500
강원도 속초시 교동,동부,60,20,17200
강원도 속초시 교동,동부,60,4,15400
강원도 속초시 교동,럭키설악1,84.93,4,15500
강원도 속초시 교동,럭키설악1,84.93,13,15500
강원도 속초시 교동,로얄골든,58.86,1,6100
강원도 속초시 교동,로얄골든,58.86,5,6200
강원도 속초시 교동,로얄나하나1차,59.97,5,11000
강원도 속초시 교동,로얄나하나1차,59.97,1,11200
강원도 속초시 교동,명지미래힐,118.0531,9,34800
강원도 속초시 교동,삼호,39.906,4,8750
강원도 속초시 교동,석미모닝파크,73.1,14,26000
강원도 속초시 교동,석미모닝파크,73.1,14,26000
강원도 속초시 교동,설악현대,71.137,11,15100
강원도 속초시 교동,설악현대,84.615,14,13000
강원도 속초시 교동,설악현대,71.137,15,14000
강원도 속초시 교동,설악현대,71.137,15,14000
강원도 속초시 교동,설악현대,71.137,5,14000
강원도 속초시 교동,속초교동시티프라디움,84.3403,11,37000
강원도 속초시 교동,속초대명1(대명타워),59.78,5,10000
강원도 속초시 교동,속초대명3,59.93,11,9000
강원도 속초시 교동,속초미소지움더뷰,84.9567,22,34900
강원도 속초시 교동,주공2,39.69,2,15000
강원도 속초시 교동,주공2,39.3,3,13500
강원도 속초시 교동,주공2,39.6,2,13500
강원도 속초시 교동,주공3,51.66,1,10200
강원도 속초시 교동,현대1,84.99,2,15700
강원도 속초시 교동,현대1,75.24,5,18200
강원도 속초시 교동,현대2,84.96,9,16800
강원도 속초시 교동,현대3,84.975,7,20500
강원도 속초시 교동,현대3,84.975,3,18000
강원도 속초시 교동,협성,28.07,7,5800
강원도 속초시 교동,협성,28.07,9,5500
강원도 속초시 교동,협성,28.07,4,5900
강원도 속초시 금호동,금호로얄맨션,59.97,9,12900
강원도 속초시 금호동,생모리츠,45.2346,2,17650
강원도 속초시 금호동,서울대명2,59.4,9,14500
강원도 속초시 금호동,서울대명2,84.63,7,20000
강원도 속초시 금호동,서울대명2,59.4,11,13000
강원도 속초시 금호동,속초e-편한세상,84.975,3,30200
강원도 속초시 대포동,대명빌라트,73.64,2,12000
강원도 속초시 동명동,대명영랑호,59.93,2,12000
강원도 속초시 동명동,속초롯데캐슬인더스카이,84.81,3,42067
강원도 속초시 영랑동,대명드림빌,84.3789,8,27500
강원도 속초시 영랑동,무궁화,67.7,1,10500
강원도 속초시 영랑동,양우비치타워맨션,59.985,9,17000
강원도 속초시 영랑동,양우비치타워맨션,59.985,1,12800
강원도 속초시 조양동,ES아뜨리움,59.8768,12,27000
강원도 속초시 조양동,ES아뜨리움,79.4635,6,30500
강원도 속초시 조양동,대명타워,59.93,14,15000
강원도 속초시 조양동,부영1(동광),84.76,4,21000
강원도 속초시 조양동,부영3,59.905,6,17900
강원도 속초시 조양동,부영3,59.905,8,20000
강원도 속초시 조양동,부영3,59.905,7,19500
강원도 속초시 조양동,부영3,84.88,1,22000
강원도 속초시 조양동,부영5,50,10,12800
강원도 속초시 조양동,부영5,60,15,17000
강원도 속초시 조양동,부영6,50,6,13000
강원도 속초시 조양동,부영9,50,12,15300
강원도 속초시 조양동,성호,59.76,13,14750
강원도 속초시 조양동,성호,59.76,6,15000
강원도 속초시 조양동,성호,49.65,15,12500
강원도 속초시 조양동,성호,49.65,6,12500
강원도 속초시 조양동,성호,49.65,19,13500
강원도 속초시 조양동,성호,59.76,14,16000
강원도 속초시 조양동,성호,59.76,7,13000
강원도 속초시 조양동,성호,59.76,11,14000
강원도 속초시 조양동,성호,59.76,8,14000
강원도 속초시 조양동,속초서희스타힐스더베이,84.91,26,43000
강원도 속초시 조양동,속초서희스타힐스더베이2차,84.99,20,39000
강원도 속초시 조양동,속초조양양우내안애아파트,68.1836,8,31000
강원도 속초시 조양동,조양1주공,59.99,1,14000
강원도 속초시 조양동,조양2주공,49.62,2,13000
강원도 속초시 조양동,조양2주공,49.62,8,14000
강원도 속초시 조양동,조양2주공,49.62,6,14000
강원도 속초시 조양동,조양2주공,49.62,8,14200
강원도 속초시 조양동,조양2주공,49.62,8,12800
강원도 속초시 조양동,조양2주공,49.62,3,12000
강원도 속초시 조양동,조양동휴먼빌아파트,79.2927,9,34800
강원도 속초시 조양동,진덕설악,46.04,7,10900
강원도 속초시 조양동,한신,44.82,6,23500
강원도 속초시 조양동,한신,60.3,1,28300
강원도 속초시 조양동,효성해링턴플레이스,84.98,7,40000
강원도 속초시 조양동,효성해링턴플레이스,59.98,3,20000
강원도 속초시 조양동,효성해링턴플레이스,74.99,20,43000
강원도 속초시 조양동,효성해링턴플레이스,74.99,21,43000
강원도 속초시 조양동,효성해링턴플레이스,84.98,8,38700
강원도 속초시 청호동,속초청호아이파크,59.98,22,32500
강원도 속초시 청호동,속초청호아이파크,59.88,6,33000
강원도 속초시 청호동,속초청호아이파크,84.94,20,45000
강원도 속초시 청호동,속초청호아이파크,84.82,4,36000
강원도 속초시 청호동,속초청호아이파크,75.97,9,45000
강원도 양구군 양구읍 상리,경림,59.4,3,11000
강원도 양구군 양구읍 상리,경림,37.755,2,7400
강원도 양구군 양구읍 상리,경림,59.4,15,13500
강원도 양구군 양구읍 상리,경림,37.755,15,6800
강원도 양구군 양구읍 상리,경림,37.755,8,7000
강원도 양구군 양구읍 정림리,양구보배,84.69,4,8000
강원도 양구군 양구읍 정림리,양구석미모닝파크,77.12,10,16400
강원도 양구군 양구읍 정림리,양구석미모닝파크,77.12,10,15300
강원도 양양군 손양면 하왕도리,삼호,39.6,3,8000
강원도 양양군 손양면 하왕도리,삼호,49.14,5,9000
강원도 양양군 양양읍 거마리,설악실크벨리,25.45,3,3800
강원도 양양군 양양읍 구교리,정아골든맨션,59.7,2,10250
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,8,26000
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,18,26500
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,19,24300
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,5,24700
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,2,24000
강원도 양양군 양양읍 내곡리,하이펠리스,84.6,7,15500
강원도 양양군 양양읍 내곡리,한양수자인,84.9283,4,32000
강원도 양양군 양양읍 내곡리,한양수자인,78.0584,6,32750
강원도 양양군 양양읍 서문리,양양코아루,73.8029,4,22200
강원도 양양군 양양읍 송암리,일심샹스빌2단지,84.9984,5,19000
강원도 양양군 양양읍 연창리,양우내안애,83.5201,1,23000
강원도 양양군 양양읍 월리,명지푸르미,59.449,8,9500
강원도 양양군 양양읍 월리,명지푸르미,31.5408,12,6500
강원도 양양군 현남면 광진리,대목바다마을,38.88,8,16500
강원도 양양군 현남면 광진리,대목바다마을,58.32,6,10000
강원도 양양군 현북면 기사문리,TM힐,30.2226,3,9300
강원도 양양군 현북면 중광정리,심미,58.837,5,23500
강원도 영월군 영월읍 덕포리,영월덕포리코아루웰라움,69.7641,14,18500
강원도 영월군 영월읍 방절리,신아,39.9,14,4300
강원도 영월군 영월읍 영흥리,영월코아루에듀타운,84.3681,20,24500
강원도 영월군 영월읍 영흥리,영월코아루에듀타운,84.3681,6,24500
강원도 영월군 영월읍 하송리,드림채,84.9381,12,18500
강원도 영월군 영월읍 하송리,드림채,84.9381,18,21900
강원도 영월군 영월읍 하송리,레스트힐,32.89,13,7800
강원도 영월군 영월읍 하송리,주공2,46.98,2,6300
강원도 영월군 영월읍 하송리,주공3,49.96,12,8300
강원도 영월군 영월읍 하송리,주공3,49.96,15,7800
강원도 영월군 영월읍 하송리,주공4,59.8,1,10500
강원도 영월군 영월읍 하송리,하송주공1차,38.57,5,4000
강원도 원주시 개운동,개운한신휴플러스1차,84.77,12,26500
강원도 원주시 개운동,개운한신휴플러스1차,84.98,10,27000
강원도 원주시 개운동,개운현대,35.1,16,6300
강원도 원주시 개운동,서초,46.915,12,6900
강원도 원주시 개운동,세경,47.07,2,8200
강원도 원주시 개운동,세경,47.07,3,7700
강원도 원주시 개운동,원주개운휴먼시아1단지,84.56,12,21500
강원도 원주시 개운동,원주개운휴먼시아1단지,59.78,5,18200
강원도 원주시 개운동,원주개운휴먼시아1단지,116.73,5,30500
강원도 원주시 관설동,청솔5차,59.85,12,11600
강원도 원주시 관설동,청솔5차,59.85,4,11600
강원도 원주시 관설동,청솔5차,59.85,6,11000
강원도 원주시 관설동,청솔5차,59.85,15,11500
강원도 원주시 관설동,청솔5차,59.85,13,12000
강원도 원주시 관설동,청솔5차,59.85,12,9000
강원도 원주시 관설동,청솔5차,59.85,11,11950
강원도 원주시 관설동,청솔5차,59.85,3,10800
강원도 원주시 관설동,청솔5차,59.85,4,11000
강원도 원주시 관설동,청솔6차,59.85,4,10700
강원도 원주시 관설동,청솔6차,59.85,6,12800
강원도 원주시 관설동,청솔6차,59.85,1,9800
강원도 원주시 관설동,청솔6차,59.85,9,11500
강원도 원주시 관설동,청솔6차,59.85,13,11500
강원도 원주시 관설동,청솔6차,59.85,6,12500
강원도 원주시 관설동,청솔8차,59.85,5,10800
강원도 원주시 관설동,청솔8차,59.85,12,11250
강원도 원주시 관설동,청솔8차,59.85,13,13900
강원도 원주시 관설동,청솔8차,59.85,12,12000
강원도 원주시 관설동,청솔8차,59.85,6,13000
강원도 원주시 관설동,청솔8차,59.85,15,11000
강원도 원주시 관설동,청솔8차,59.85,4,12500
강원도 원주시 관설동,청솔8차,59.85,14,13750
강원도 원주시 관설동,청솔8차,59.85,15,11000
강원도 원주시 관설동,청솔8차,59.85,8,12400
강원도 원주시 관설동,청솔8차,59.85,8,12200
강원도 원주시 관설동,코아루,84.96,7,20200
강원도 원주시 관설동,코아루,84.96,7,20200
강원도 원주시 관설동,코아루,84.96,3,19000
강원도 원주시 관설동,코아루,84.96,1,17000
강원도 원주시 관설동,현진에버빌4차,84.976,12,21900
강원도 원주시 단계동,단계롯데,84.91,6,17300
강원도 원주시 단계동,단계은행,49.8,7,8000
강원도 원주시 단계동,단계은행,49.8,2,7700
강원도 원주시 단계동,단계은행,49.8,4,9500
강원도 원주시 단계동,단계이안1단지,84.93,1,23300
강원도 원주시 단계동,단계이안1단지,84.93,5,22800
강원도 원주시 단계동,단계이안1단지,84.93,7,22800
강원도 원주시 단계동,단계이안1단지,84.93,15,22900
강원도 원주시 단계동,단계주공,54.12,2,13500
강원도 원주시 단계동,단계주공,54.77,5,13300
강원도 원주시 단계동,단계주공,54.12,1,12000
강원도 원주시 단계동,단계주공,65.99,3,15500
강원도 원주시 단계동,단계주공,65.99,3,14000
강원도 원주시 단계동,단계주공,65.99,1,15900
강원도 원주시 단계동,단계주공,65.99,4,15600
강원도 원주시 단계동,단계주공,54.12,2,12000
강원도 원주시 단계동,단계주공,65.99,1,16500
강원도 원주시 단계동,단계주공,65.99,2,15500
강원도 원주시 단계동,단계주공,65.99,5,15500
강원도 원주시 단계동,동보렉스3,43.932,5,5000
강원도 원주시 단계동,동보렉스4,49.58,12,7700
강원도 원주시 단계동,라이프타운,134.76,7,22000
강원도 원주시 단계동,봉화산e-편한세상,84.98,1,25000
강원도 원주시 단계동,봉화산e-편한세상,116.55,11,38500
강원도 원주시 단계동,봉화산벨라시티,84.9883,10,31500
강원도 원주시 단계동,성일,84.75,5,16000
강원도 원주시 단계동,성일,114.99,6,17500
강원도 원주시 단계동,성일,84.75,1,15600
강원도 원주시 단계동,성일,84.75,15,15400
강원도 원주시 단계동,세경3차,59.76,4,9200
강원도 원주시 단계동,세경3차,59.76,4,11800
강원도 원주시 단계동,세경3차,59.76,9,13000
강원도 원주시 단계동,세경3차,59.76,8,9000
강원도 원주시 단계동,세경3차,59.76,10,11500
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9911,5,33700
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,7,31000
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,74.901,6,30700
강원도 원주시 단계동,원주봉화산벨라시티3차아파트,84.9905,2,33500
강원도 원주시 단계동,원주봉화산벨라시티3차아파트,84.9805,22,31400
강원도 원주시 단계동,원주봉화산푸르지오,72.8686,9,29500
강원도 원주시 단계동,원주봉화산푸르지오,60.8496,18,27500
강원도 원주시 단계동,원주봉화산푸르지오,72.8686,7,29500
강원도 원주시 단계동,장미,59.67,15,10700
강원도 원주시 단계동,코오롱,59.73,11,15400
강원도 원주시 단계동,코오롱,59.73,14,16200
강원도 원주시 단구동,구곡2현대,77.82,4,17800
강원도 원주시 단구동,노빌리티타워골드,119.93,20,26500
강원도 원주시 단구동,단구동한신더휴,84.9035,3,29500
강원도 원주시 단구동,단구동한신더휴,74.9321,7,26500
강원도 원주시 단구동,단구동한신더휴,59.9376,12,26000
강원도 원주시 단구동,대림,59.903,11,14800
강원도 원주시 단구동,동보노빌리티타워,84.67,9,19000
강원도 원주시 단구동,동보노빌리티타워,84.67,23,20500
강원도 원주시 단구동,동보렉스5,62.97,8,8800
강원도 원주시 단구동,동보렉스5,52.47,12,8000
강원도 원주시 단구동,동주,58.9382,1,7400
강원도 원주시 단구동,두산,101.97,3,18000
강원도 원주시 단구동,두산,134.97,7,20000
강원도 원주시 단구동,두산,134.97,1,21000
