지역,아파트,면적,층,가격
충청남도 천안서북구 성거읍 저리,청호포도마을,59.58,9,10200
충청남도 천안서북구 성거읍 천흥리,진성,59.88,10,7000
충청남도 천안서북구 성성동,천안레이크타운2차푸르지오,99.8471,34,68800
충청남도 천안서북구 성성동,천안레이크타운2차푸르지오,62.9457,26,34800
충청남도 천안서북구 성성동,천안레이크타운2차푸르지오,84.9076,8,49500
충청남도 천안서북구 성성동,천안레이크타운2차푸르지오,84.9077,19,51500
충청남도 천안서북구 성성동,천안레이크타운2차푸르지오,74.8041,23,48200
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,73.6367,11,48000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9903,10,38800
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,84.9811,19,56500
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9767,25,37000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,73.6367,3,42000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,84.9811,16,56000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9903,20,39300
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,73.6367,19,47700
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9903,22,39000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9767,30,37500
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9767,4,35000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9903,32,39000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,84.9811,21,59500
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,59.9903,20,39000
충청남도 천안서북구 성성동,천안레이크타운3차푸르지오,84.9838,24,56000
충청남도 천안서북구 성성동,천안레이크타운푸르지오,84.9076,24,48000
충청남도 천안서북구 성성동,천안레이크타운푸르지오,84.9077,19,47000
충청남도 천안서북구 성성동,천안레이크타운푸르지오,74.5657,7,40000
충청남도 천안서북구 성성동,천안레이크타운푸르지오,84.91,35,47000
충청남도 천안서북구 성성동,천안레이크타운푸르지오,84.9076,9,49700
충청남도 천안서북구 성성동,천안시티자이,59.9934,5,34500
충청남도 천안서북구 성성동,천안시티자이,74.6803,8,38000
충청남도 천안서북구 성성동,천안시티자이,74.5302,14,43500
충청남도 천안서북구 성성동,천안시티자이,74.6803,23,43000
충청남도 천안서북구 성성동,천안시티자이,59.9934,17,38750
충청남도 천안서북구 성성동,천안시티자이,59.9934,16,39000
충청남도 천안서북구 성성동,천안시티자이,84.9474,9,48000
충청남도 천안서북구 성성동,천안시티자이,84.9474,4,46000
충청남도 천안서북구 성성동,천안시티자이,84.9474,5,46000
충청남도 천안서북구 성정동,리슈빌디에스,26.7309,3,9337
충청남도 천안서북구 성정동,선경,84.9,12,18900
충청남도 천안서북구 성정동,스위스캐슬,15.392,11,4000
충청남도 천안서북구 성정동,주공5-1,51.02,4,16300
충청남도 천안서북구 성정동,주공5-2,39.3,1,15500
충청남도 천안서북구 성정동,주공6-1,39.3,4,11000
충청남도 천안서북구 성정동,주공6-1,47.01,3,16000
충청남도 천안서북구 성정동,주공6-3,46.99,4,11000
충청남도 천안서북구 성정동,주공6-3,47.32,4,12000
충청남도 천안서북구 성정동,주공6-3,46.99,1,13500
충청남도 천안서북구 성정동,주공6-3,47.32,3,15700
충청남도 천안서북구 성정동,천안역우방아이유쉘,84.9975,13,34600
충청남도 천안서북구 성정동,천안역우방아이유쉘,84.9988,3,31000
충청남도 천안서북구 성정동,천안역우방아이유쉘,84.9988,3,28300
충청남도 천안서북구 성정동,천안역우방아이유쉘,84.9988,5,29500
충청남도 천안서북구 성정동,천안역우방아이유쉘,84.9975,4,30000
충청남도 천안서북구 성정동,평화로운나날,20.9753,9,5000
충청남도 천안서북구 성정동,평화로운나날,19.2875,5,4500
충청남도 천안서북구 성정동,평화로운나날,19.2875,4,4550
충청남도 천안서북구 성정동,프라지움10차아파트,60,3,16500
충청남도 천안서북구 성정동,프라지움11차아파트,57.8767,14,14500
충청남도 천안서북구 성정동,프라지움3차,19.9913,3,4600
충청남도 천안서북구 성정동,프라지움6차,22.5788,10,6000
충청남도 천안서북구 성정동,프라지움6차,27.9046,8,7000
충청남도 천안서북구 성정동,프라지움7차,30.4979,10,8400
충청남도 천안서북구 성정동,하이스타운3차,22.38,6,4500
충청남도 천안서북구 성정동,하이스타운3차,22.38,4,4500
충청남도 천안서북구 성정동,화승,47.02,5,6700
충청남도 천안서북구 성환읍 매주리,부영,84.9643,1,16600
충청남도 천안서북구 성환읍 매주리,부영사랑으로,84.8872,10,21500
충청남도 천안서북구 성환읍 매주리,성환부영,49.92,5,8700
충청남도 천안서북구 성환읍 매주리,성환부영,49.92,6,9600
충청남도 천안서북구 성환읍 매주리,성환부영,49.92,4,9200
충청남도 천안서북구 성환읍 매주리,성환부영,49.92,6,9800
충청남도 천안서북구 성환읍 매주리,천안성환e-편한세상,100.3111,13,32000
충청남도 천안서북구 성환읍 매주리,천안성환e-편한세상,84.8965,13,27000
충청남도 천안서북구 성환읍 성월리,미산라이프아파트,69.3957,15,15700
충청남도 천안서북구 성환읍 성월리,태양,30.0616,1,3900
충청남도 천안서북구 성환읍 성월리,현대한솔,42.84,14,8000
충청남도 천안서북구 성환읍 성월리,현대한솔,84.96,10,17500
충청남도 천안서북구 성환읍 성월리,현대한솔,84.96,11,15500
충청남도 천안서북구 성환읍 율금리,대영한아름,59.32,8,7300
충청남도 천안서북구 성환읍 율금리,두진그린힐,59.98,12,7500
충청남도 천안서북구 성환읍 율금리,두진그린힐,59.735,1,8000
충청남도 천안서북구 성환읍 율금리,두진그린힐,59.98,1,7400
충청남도 천안서북구 성환읍 율금리,두진그린힐,59.98,2,8400
충청남도 천안서북구 성환읍 율금리,두진그린힐,59.98,4,9000
충청남도 천안서북구 신당동,SC그린아파트,62.39,7,22000
충청남도 천안서북구 신당동,신당코아루,84.9669,3,17500
충청남도 천안서북구 쌍용동,경동,60.3,3,9500
충청남도 천안서북구 쌍용동,계룡푸른마을,59.8,8,15400
충청남도 천안서북구 쌍용동,계룡푸른마을,59.8,11,14800
충청남도 천안서북구 쌍용동,계룡푸른마을,84.97,2,18000
충청남도 천안서북구 쌍용동,광명,59.93,7,15250
충청남도 천안서북구 쌍용동,광명,59.93,1,14300
충청남도 천안서북구 쌍용동,광명,84.56,6,19000
충청남도 천안서북구 쌍용동,광명,84.56,1,18200
충청남도 천안서북구 쌍용동,광명,59.93,2,15000
충청남도 천안서북구 쌍용동,광명,59.93,6,15900
충청남도 천안서북구 쌍용동,광명,84.56,14,19000
충청남도 천안서북구 쌍용동,광명,84.56,16,17800
충청남도 천안서북구 쌍용동,광명,84.56,20,16850
충청남도 천안서북구 쌍용동,대우타워,84.9225,9,19800
충청남도 천안서북구 쌍용동,라이프타운,95.96,15,19000
충청남도 천안서북구 쌍용동,상록수현대,59.445,7,15200
충청남도 천안서북구 쌍용동,상록수현대,59.445,3,15300
충청남도 천안서북구 쌍용동,상록수현대,59.445,3,15300
충청남도 천안서북구 쌍용동,상록수현대,59.445,4,15000
충청남도 천안서북구 쌍용동,상록수현대,59.445,7,14000
충청남도 천안서북구 쌍용동,세경개나리,56.73,2,12000
충청남도 천안서북구 쌍용동,시영1차근로복지,42.66,6,7800
충청남도 천안서북구 쌍용동,시영1차근로복지,42.66,5,7800
충청남도 천안서북구 쌍용동,쌍용동일하이빌,114.771,8,33000
충청남도 천안서북구 쌍용동,쌍용동일하이빌,114.771,9,39000
충청남도 천안서북구 쌍용동,쌍용두산위브,84.96,6,23000
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",84.57,2,21500
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",84.57,13,22000
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",59.95,11,15900
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",59.95,3,15100
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",59.95,12,15500
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",59.95,8,15250
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",59.95,2,15500
충청남도 천안서북구 쌍용동,"쌍용마을뜨란채,주공아파트",59.95,7,15000
충청남도 천안서북구 쌍용동,쌍용모란,116.07,8,27000
충청남도 천안서북구 쌍용동,쌍용모란,96.87,7,23300
충청남도 천안서북구 쌍용동,용암동아벽산,134.78,11,35500
충청남도 천안서북구 쌍용동,월봉대우,59.884,9,15400
충청남도 천안서북구 쌍용동,월봉벽산,75.96,3,19200
충청남도 천안서북구 쌍용동,월봉벽산,85,2,20000
충청남도 천안서북구 쌍용동,월봉벽산,85,15,20500
충청남도 천안서북구 쌍용동,월봉일성5,59.99,13,17500
충청남도 천안서북구 쌍용동,월봉일성5,84.9,9,23450
충청남도 천안서북구 쌍용동,월봉일성5,59.99,8,16800
충청남도 천안서북구 쌍용동,월봉일성5,84.9,8,22300
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,11,11800
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,12,11700
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,11,16230
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,10,12700
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,8,12900
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,5,11900
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,6,12000
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,7,12500
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,11,12300
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,6,13000
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,14,11700
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,9,12000
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,14,12000
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,8,12300
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,5,12000
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,6,12800
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,3,13600
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,6,12500
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,15,12900
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,12,11500
충청남도 천안서북구 쌍용동,월봉청솔1단지,50.16,1,10950
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,15,11800
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,4,14500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,3,10850
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,9,12500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,11,14900
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,5,11500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,7,12000
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,2,12180
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,5,13500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,1,11000
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,6,12500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,14,13300
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,8,11000
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,5,12500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,12,11900
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,3,13500
충청남도 천안서북구 쌍용동,월봉청솔2차,48.45,9,14900
충청남도 천안서북구 쌍용동,월봉태영,85,4,21000
충청남도 천안서북구 쌍용동,월봉태영,85,12,23500
충청남도 천안서북구 쌍용동,월봉태영,85,14,24000
충청남도 천안서북구 쌍용동,일성,84.72,11,17000
충청남도 천안서북구 쌍용동,일성,84.72,14,18000
충청남도 천안서북구 쌍용동,일성2,84.91,14,16000
충청남도 천안서북구 쌍용동,일성3차(능수),59.68,1,14800
충청남도 천안서북구 쌍용동,일성3차(능수),59.68,2,18000
충청남도 천안서북구 쌍용동,일성3차(능수),59.68,16,16000
충청남도 천안서북구 쌍용동,일성3차(능수),59.68,16,16000
충청남도 천안서북구 쌍용동,주공7단지2차,41.85,3,10500
충청남도 천안서북구 쌍용동,주공7단지2차,49.77,7,11000
충청남도 천안서북구 쌍용동,주공7단지2차,41.85,5,7900
충청남도 천안서북구 쌍용동,주공7단지3차,59.85,5,13500
충청남도 천안서북구 쌍용동,주공9,49.77,8,12000
충청남도 천안서북구 쌍용동,주공9,49.77,13,12750
충청남도 천안서북구 쌍용동,주공9,49.77,15,10000
충청남도 천안서북구 쌍용동,주공9,49.77,13,11500
충청남도 천안서북구 쌍용동,주공9,59.71,12,13500
충청남도 천안서북구 쌍용동,주공9,49.77,3,10700
충청남도 천안서북구 쌍용동,주공9,49.77,4,11000
충청남도 천안서북구 쌍용동,주공9,39.69,15,9000
충청남도 천안서북구 쌍용동,주공9,39.69,5,9300
충청남도 천안서북구 쌍용동,주공9,49.77,4,11900
충청남도 천안서북구 쌍용동,주공9,49.77,14,12500
충청남도 천안서북구 쌍용동,주공9,49.77,1,10200
충청남도 천안서북구 쌍용동,주공9,59.71,3,15000
충청남도 천안서북구 쌍용동,주공9,39.69,14,10450
충청남도 천안서북구 쌍용동,주공9,49.77,13,13000
충청남도 천안서북구 쌍용동,천안쌍용역코오롱하늘채,59.93,12,27500
충청남도 천안서북구 쌍용동,파크밸리동일하이빌,84.971,10,48000
충청남도 천안서북구 쌍용동,한라동백,59.76,2,14500
충청남도 천안서북구 쌍용동,한라동백,59.76,1,14300
충청남도 천안서북구 쌍용동,한라동백,59.76,3,15500
충청남도 천안서북구 쌍용동,한라동백,59.76,11,17000
충청남도 천안서북구 쌍용동,한라동백,59.76,14,14000
충청남도 천안서북구 쌍용동,한라동백,59.76,16,17500
충청남도 천안서북구 쌍용동,한라동백,59.76,7,14000
충청남도 천안서북구 쌍용동,한라동백,59.76,11,18220
충청남도 천안서북구 쌍용동,해누리선경,59.796,5,14800
충청남도 천안서북구 쌍용동,해누리선경,84.972,1,17000
충청남도 천안서북구 쌍용동,해누리선경,59.796,6,14800
충청남도 천안서북구 쌍용동,해누리선경,59.796,14,16000
충청남도 천안서북구 쌍용동,현대6차1단지,84.718,6,27000
충청남도 천안서북구 쌍용동,현대6차2단지,84.718,8,27000
충청남도 천안서북구 와촌동,천안역사동아라이크텐,84.8895,34,40300
충청남도 천안서북구 와촌동,천안역사동아라이크텐,84.8895,2,36000
충청남도 천안서북구 와촌동,천안역사동아라이크텐,65.6685,36,34500
충청남도 천안서북구 와촌동,천안역사동아라이크텐,84.9433,26,42000
충청남도 천안서북구 와촌동,천안역사동아라이크텐,84.9433,25,41700
충청남도 천안서북구 입장면 기로리,주성레이크빌,49.9088,2,6000
충청남도 천안서북구 입장면 기로리,주성레이크빌,30.2257,1,3450
충청남도 천안서북구 입장면 도림리,한성,39.512,2,4500
충청남도 천안서북구 입장면 도림리,한성,59.764,5,8800
충청남도 천안서북구 입장면 도림리,한성,59.764,5,8800
충청남도 천안서북구 입장면 도림리,한성,39.512,2,4000
충청남도 천안서북구 입장면 신덕리,연합,59.52,2,5600
충청남도 천안서북구 입장면 하장리,연합초원,59.49,6,5150
충청남도 천안서북구 직산읍 군서리,청호,53.3,2,5300
충청남도 천안서북구 직산읍 군서리,청호,58.97,4,5000
충청남도 천안서북구 직산읍 군서리,청호7차,55.84,5,5500
충청남도 천안서북구 직산읍 군서리,청호7차,55.84,1,5300
충청남도 천안서북구 직산읍 모시리,대림,39.95,1,5000
충청남도 천안서북구 직산읍 모시리,대림,39.95,2,4890
충청남도 천안서북구 직산읍 모시리,대림,39.95,10,5300
충청남도 천안서북구 직산읍 모시리,대림,39.95,3,5500
충청남도 천안서북구 직산읍 모시리,대림,39.95,6,5350
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,6,1289
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1279
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1289
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1289
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,12,1289
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,2,1279
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1289
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1289
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,5,1725
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,6,1780
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,6,1780
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,2,1600
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1700
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,3,1491
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,6,2350
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,6,2350
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,7,2050
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,6,2350
충청남도 천안서북구 직산읍 모시리,동보호수마을,25.725,2,1700
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,5,6550
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,7,7200
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,7,7200
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,7,7200
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,9,6000
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,5,7300
충청남도 천안서북구 직산읍 모시리,우성8차,49.71,11,6200
충청남도 천안서북구 직산읍 부송리,청호4차,73.45,5,7400
충청남도 천안서북구 직산읍 삼은리,정석,65.96,4,8000
충청남도 천안서북구 직산읍 삼은리,직산세광엔리치빌1차1단지,76.2465,1,18500
충청남도 천안서북구 직산읍 삼은리,직산세광엔리치빌1차2단지,88.7628,13,25000
충청남도 천안서북구 직산읍 삼은리,직산코아루,84.9331,13,21500
충청남도 천안서북구 직산읍 삼은리,직산한도,44.325,7,7200
충청남도 천안서북구 직산읍 삼은리,직산한양수자인아이림아파트,59.1619,14,22500
충청남도 천안서북구 직산읍 삼은리,청호6차,59.765,6,12700
충청남도 천안서북구 직산읍 삼은리,청호6차,59.765,3,12500
충청남도 천안서북구 직산읍 삼은리,한양수자인비다펠리즈,64.4691,5,23300
충청남도 천안서북구 직산읍 삼은리,한양수자인비다펠리즈,69.9963,17,29500
충청남도 천안서북구 직산읍 상덕리,직산산호,49.8,8,4000
충청남도 천안서북구 직산읍 수헐리,직산부영,49.662,8,8050
충청남도 천안서북구 직산읍 수헐리,직산부영,59.76,12,10700
충청남도 천안서북구 직산읍 수헐리,직산부영,49.662,3,7800
충청남도 천안서북구 직산읍 수헐리,직산부영,49.662,1,8000
충청남도 천안서북구 직산읍 수헐리,직산부영,49.662,11,8050
충청남도 천안서북구 직산읍 수헐리,직산부영,59.76,9,9500
충청남도 천안서북구 차암동,e편한세상스마일시티,59.92,18,22000
충청남도 천안서북구 차암동,e편한세상스마일시티,84.91,7,30000
충청남도 천안서북구 차암동,e편한세상스마일시티,72.99,18,25000
충청남도 천안서북구 차암동,e편한세상스마일시티,51.99,14,20000
충청남도 천안서북구 차암동,e편한세상스마일시티,84.91,6,26500
충청남도 천안서북구 차암동,e편한세상스마일시티,84.91,10,30000
충청남도 천안서북구 차암동,e편한세상스마일시티,84.91,3,27000
충청남도 천안서북구 차암동,e편한세상스마일시티,51.99,17,20500
충청남도 천안서북구 차암동,e편한세상스마일시티2차,59.9819,11,24800
충청남도 천안서북구 차암동,e편한세상스마일시티2차,59.9819,20,23500
충청남도 천안서북구 차암동,e편한세상스마일시티2차,59.9819,18,23500
충청남도 천안서북구 차암동,e편한세상스마일시티2차,59.9819,7,23800
충청남도 천안서북구 차암동,e편한세상스마일시티2차,59.9819,3,23200
충청남도 천안서북구 차암동,e편한세상스마일시티2차,59.9819,17,21700
충청남도 천안서북구 차암동,e편한세상스마일시티2차,74.9402,26,30000
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,74.579,3,25000
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,51.9931,2,19000
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,51.9931,8,19000
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,51.9931,20,19900
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,59.9476,14,22000
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,51.9931,18,19900
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,74.579,7,27900
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,84.9804,19,33800
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,51.9931,11,20500
충청남도 천안서북구 차암동,천안스마일시티효성해링턴플레이스,51.9931,16,20000
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,23,26300
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,14,25500
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,11,26300
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,59.9835,6,21000
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,14,26000
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,15,25800
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,16,26100
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,16,26100
충청남도 천안서북구 차암동,천안한화꿈에그린스마일시티,84.9742,16,26000
충청남도 청양군 청양읍 벽천리,필로스캐슬,59.8901,15,18400
충청남도 청양군 청양읍 송방리,드림팰리스아파트,83.5331,9,29300
충청남도 청양군 청양읍 송방리,드림팰리스아파트,83.5331,5,29300
충청남도 청양군 청양읍 읍내리,은혜,59.52,6,8300
충청남도 태안군 안면읍 승언리,골든캐슬,84.9325,6,17000
충청남도 태안군 태안읍 남문리,렉시움,84.4055,3,18500
충청남도 태안군 태안읍 남문리,렉시움,84.8746,6,18000
충청남도 태안군 태안읍 남문리,삼보,77.04,3,5200
충청남도 태안군 태안읍 남문리,삼성,84.94,8,12400
충청남도 태안군 태안읍 남문리,진흥W-park,84.958,9,18900
충청남도 태안군 태안읍 남문리,진흥W-park,121.884,3,21000
충청남도 태안군 태안읍 남문리,진흥W-park,84.958,11,17000
충청남도 태안군 태안읍 남문리,태안남문미소지움,59.7148,14,21500
충청남도 태안군 태안읍 남문리,태안남문코아루,84.912,11,27500
충청남도 태안군 태안읍 남문리,태안남문코아루,59.899,14,18600
충청남도 태안군 태안읍 남문리,태안남문코아루,59.899,14,18600
충청남도 태안군 태안읍 동문리,대림,75.33,13,8700
충청남도 태안군 태안읍 동문리,대림,81.27,4,8000
충청남도 태안군 태안읍 동문리,대림,75.33,5,8200
충청남도 태안군 태안읍 동문리,주공,49.85,14,11300
충청남도 태안군 태안읍 동문리,주공,49.85,11,10700
충청남도 태안군 태안읍 동문리,주공,49.85,3,10600
충청남도 태안군 태안읍 동문리,주공,49.85,3,10000
충청남도 태안군 태안읍 동문리,초원,59.925,9,6000
충청남도 태안군 태안읍 삭선리,삼호(765-2),47.36,5,4800
충청남도 태안군 태안읍 삭선리,태안신동아,129.23,15,11000
충청남도 태안군 태안읍 삭선리,해송마을1차,39.96,5,3800
충청남도 태안군 태안읍 삭선리,해송마을1차,39.96,4,3000
충청남도 태안군 태안읍 삭선리,해송마을1차,39.96,5,4100
충청남도 태안군 태안읍 삭선리,해송마을3차,59.157,1,7200
충청남도 홍성군 광천읍 신진리,광천아파트,36.26,6,2000
충청남도 홍성군 구항면 마온리,무지개(5-10),38.5352,1,3500
충청남도 홍성군 구항면 마온리,청송,52.92,1,3000
충청남도 홍성군 구항면 오봉리,온누리,39.6,2,1800
충청남도 홍성군 구항면 오봉리,온누리,39.6,1,1500
충청남도 홍성군 구항면 오봉리,온누리,39.6,3,1800
충청남도 홍성군 구항면 오봉리,온누리,39.6,3,2200
충청남도 홍성군 구항면 오봉리,온누리,28.86,2,1600
충청남도 홍성군 홍북읍 신경리,극동스타클래스센트럴,59.982,8,21000
충청남도 홍성군 홍북읍 신경리,극동스타클래스센트럴,59.982,11,21900
충청남도 홍성군 홍북읍 신경리,극동스타클래스센트럴,59.982,12,19700
충청남도 홍성군 홍북읍 신경리,극동스타클래스센트럴,59.998,3,20000
충청남도 홍성군 홍북읍 신경리,내포신도시 경남아너스빌,59.98,6,25500
충청남도 홍성군 홍북읍 신경리,내포신도시 경남아너스빌,59.88,4,21000
충청남도 홍성군 홍북읍 신경리,내포신도시 경남아너스빌,59.98,19,20000
충청남도 홍성군 홍북읍 신경리,롯데캐슬,84.9855,3,25000
충청남도 홍성군 홍북읍 신경리,롯데캐슬,84.9405,9,26000
충청남도 홍성군 홍북읍 신경리,엘에이치스타힐스,84.92,22,22900
충청남도 홍성군 홍북읍 신경리,엘에이치스타힐스,84.92,1,22000
충청남도 홍성군 홍북읍 신경리,엘에이치스타힐스,84.97,5,19000
충청남도 홍성군 홍북읍 신경리,한울마을모아엘가아파트,72.7518,8,24300
충청남도 홍성군 홍북읍 신경리,한울마을모아엘가아파트,84.8694,19,29500
충청남도 홍성군 홍북읍 신경리,한울마을모아엘가아파트,84.9867,6,28200
충청남도 홍성군 홍북읍 신경리,효성해링턴플레이스,84.986,14,22000
충청남도 홍성군 홍성읍 고암리,신동아파밀리에,84.8912,13,25000
충청남도 홍성군 홍성읍 남장리,대우아파트,84.975,14,13000
충청남도 홍성군 홍성읍 남장리,주공아파트1차,46.16,6,8900
충청남도 홍성군 홍성읍 남장리,주공아파트1차,46.2,11,9800
충청남도 홍성군 홍성읍 남장리,주공아파트1차,46.2,1,8000
충청남도 홍성군 홍성읍 남장리,홍성남장이안,72.6072,14,20000
충청남도 홍성군 홍성읍 내법리,현광,59.99,11,5300
충청남도 홍성군 홍성읍 내법리,현광,59.99,3,5800
충청남도 홍성군 홍성읍 오관리,미림청솔,59.22,6,10000
충청남도 홍성군 홍성읍 오관리,신천무궁화,55.68,4,8800
충청남도 홍성군 홍성읍 오관리,태영,76.1,1,8570
충청남도 홍성군 홍성읍 오관리,태영,76.1,8,10000
충청남도 홍성군 홍성읍 오관리,현대,84.873,12,14250
충청남도 홍성군 홍성읍 오관리,현대,84.873,8,14000
충청남도 홍성군 홍성읍 월산리,부영1차,80.9663,7,12500
충청남도 홍성군 홍성읍 월산리,부영1차,80.9663,1,13000
충청남도 홍성군 홍성읍 월산리,부영2차(851-0),80.9663,6,13300
충청남도 홍성군 홍성읍 월산리,부영2차(851-0),59.987,12,11000
충청남도 홍성군 홍성읍 월산리,부영2차(851-0),59.987,4,10500
충청남도 홍성군 홍성읍 월산리,부영2차(851-0),80.9663,5,10000
충청북도 괴산군 괴산읍 대사리,두진백로,39.8,10,4000
충청북도 괴산군 괴산읍 동부리,신성건설미소지움괴산,59.9839,5,16000
충청북도 괴산군 괴산읍 동부리,신성건설미소지움괴산,84.9577,7,23200
충청북도 단양군 단양읍 도전리,화성,47.28,2,6600
충청북도 단양군 단양읍 별곡리,부강,59.465,6,12500
충청북도 단양군 단양읍 별곡리,부강,53.525,4,9800
충청북도 단양군 단양읍 별곡리,성원,43.2,13,7000
충청북도 단양군 단양읍 별곡리,성원,84.87,6,17400
충청북도 단양군 단양읍 별곡리,신성단양미소지움,84.995,3,20000
충청북도 단양군 단양읍 별곡리,신성단양미소지움,84.995,7,23000
