시군구,번지,단지명,전용면적(㎡),거래금액(만원),층,도로명,거래유형
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.92,"29,950",10,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.92,"30,100",15,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,71.66,"33,700",2,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.93,"50,000",30,봉정로 324,직거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.82,"42,000",31,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"30,000",26,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.97,"42,500",7,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.96,"30,500",10,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.92,"29,000",3,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.93,"44,900",17,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"29,800",5,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.92,"30,000",18,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.93,"47,500",23,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"31,500",4,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"31,500",4,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.92,"31,750",15,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,71.66,"38,200",25,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,71.4,"38,000",3,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.93,"46,700",29,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"32,900",25,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"31,700",5,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.93,"59,800",33,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.97,"42,000",2,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"31,900",9,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.96,"30,500",9,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"33,000",22,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"29,500",4,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,51.87,"28,000",10,봉정로 324,직거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,51.87,"28,000",10,봉정로 324,직거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,71.42,"35,800",28,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,84.93,"45,300",30,봉정로 324,직거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,71.66,"35,800",18,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,51.92,"26,000",5,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.92,"29,000",4,봉정로 324,중개거래
충청남도 천안서북구 두정동,2078,두정역효성해링턴플레이스,59.86,"31,000",4,봉정로 324,중개거래
충청남도 천안서북구 두정동,1416-1,리첸스,21.4,"3,800",8,두정상가5길 10,직거래
충청남도 천안서북구 두정동,1416-1,리첸스,21.4,"3,859",7,두정상가5길 10,직거래
충청남도 천안서북구 두정동,1416-1,리첸스,21.4,"3,699",5,두정상가5길 10,직거래
충청남도 천안서북구 두정동,1416-1,리첸스,21.4,"3,967",6,두정상가5길 10,직거래
충청남도 천안서북구 두정동,1416-1,리첸스,21.4,"3,880",6,두정상가5길 10,직거래
충청남도 천안서북구 두정동,1359,벨라지오,21.86,"4,600",8,두정상가1길 3,중개거래
충청남도 천안서북구 두정동,606,부경파크빌,84.9605,"21,600",3,늘푸른1길 19,중개거래
충청남도 천안서북구 두정동,606,부경파크빌,83.9919,"22,000",12,늘푸른1길 19,중개거래
충청남도 천안서북구 두정동,665,서해그랑블,84.9333,"22,750",5,늘푸른1길 32,중개거래
충청남도 천안서북구 두정동,605,세광엔리치빌3,84.9932,"22,300",3,늘푸른1길 29,중개거래
충청남도 천안서북구 두정동,605,세광엔리치빌3,84.9932,"22,000",11,늘푸른1길 29,중개거래
충청남도 천안서북구 두정동,1596,우남1차,84.9154,"20,500",3,두정역서5길 11,중개거래
충청남도 천안서북구 두정동,1596,우남1차,84.9154,"20,000",15,두정역서5길 11,중개거래
충청남도 천안서북구 두정동,1607,우남2차,84.9154,"23,500",3,두정역서1길 22,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"16,000",4,두정고7길 35,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"16,500",9,두정고7길 36,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"15,400",7,두정고7길 36,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"17,500",10,두정고7길 35,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"16,700",14,두정고7길 36,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"14,500",8,두정고7길 36,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"17,500",5,두정고7길 35,중개거래
충청남도 천안서북구 두정동,1864,우성,84.855,"20,000",8,두정고7길 36,직거래
충청남도 천안서북구 두정동,1864,우성,59.695,"17,000",10,두정고7길 36,중개거래
충청남도 천안서북구 두정동,1864,우성,59.695,"17,500",10,두정고7길 35,직거래
충청남도 천안서북구 두정동,1221,이편한세상,101.944,"30,000",3,두정중2길 12,직거래
충청남도 천안서북구 두정동,1221,이편한세상,84.967,"26,000",15,두정중2길 12,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.6564,"31,100",16,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"34,000",12,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"32,700",18,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.6564,"31,100",16,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,72.6915,"26,000",2,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"32,500",23,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.7664,"33,900",18,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.7664,"32,800",6,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"33,700",10,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"33,000",17,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"32,000",16,노태산로 145,중개거래
충청남도 천안서북구 두정동,2055,이편한세상-천안두정2차,84.8801,"32,000",3,노태산로 145,중개거래
충청남도 천안서북구 두정동,527,주공그린(8단지),59.97,"16,000",4,두정중5길 33,중개거래
충청남도 천안서북구 두정동,527,주공그린(8단지),59.97,"16,000",17,봉정로 381,중개거래
충청남도 천안서북구 두정동,527,주공그린(8단지),39.99,"11,500",13,두정중5길 33,직거래
충청남도 천안서북구 두정동,1293,천안펜타폴리스2차,18.11,"4,300",7,두정로 212,중개거래
충청남도 천안서북구 두정동,1293,천안펜타폴리스2차,18.11,"5,000",8,두정로 212,직거래
충청남도 천안서북구 두정동,1413,첼시빌,19.52,"4,500",2,두정상가5길 12,직거래
충청남도 천안서북구 두정동,1283,프라지움,20.541,"3,900",3,두정상가1길 27,직거래
충청남도 천안서북구 두정동,1283,프라지움,20.541,"4,000",6,두정상가1길 27,직거래
충청남도 천안서북구 두정동,1283,프라지움,20.541,"4,000",6,두정상가1길 27,직거래
충청남도 천안서북구 두정동,1283,프라지움,20.541,"4,000",7,두정상가1길 27,직거래
충청남도 천안서북구 두정동,1320,프라지움2,20.142,"4,350",11,두정로 216,중개거래
충청남도 천안서북구 두정동,1320,프라지움2,20.142,"4,600",5,두정로 216,중개거래
충청남도 천안서북구 두정동,1886,한성필하우스-1,38.6856,"11,800",7,두정고8길 24,중개거래
충청남도 천안서북구 두정동,1000,한성필하우스1차,84.892,"24,000",10,부성6길 11,중개거래
충청남도 천안서북구 두정동,1000,한성필하우스1차,71.0431,"18,500",11,부성6길 11,중개거래
충청남도 천안서북구 두정동,2035,한성필하우스3차,84.9165,"26,900",10,봉정로 366,중개거래
충청남도 천안서북구 두정동,2035,한성필하우스3차,84.9165,"25,000",2,봉정로 366,중개거래
충청남도 천안서북구 두정동,2035,한성필하우스3차,84.9165,"25,000",1,봉정로 366,중개거래
충청남도 천안서북구 두정동,2035,한성필하우스3차,59.9045,"23,200",11,봉정로 366,중개거래
충청남도 천안서북구 두정동,2035,한성필하우스3차,59.9045,"21,500",14,봉정로 366,중개거래
충청남도 천안서북구 두정동,2068,한화포레나천안두정,84.9585,"52,800",22,천안대로 980-17,중개거래
충청남도 천안서북구 두정동,2068,한화포레나천안두정,102.5019,"56,000",5,천안대로 980-17,중개거래
충청남도 천안서북구 두정동,2068,한화포레나천안두정,76.7079,"39,000",14,천안대로 980-17,중개거래
충청남도 천안서북구 백석동,890,그린빌2,84.65,"23,500",1,백석3로 91,직거래
충청남도 천안서북구 백석동,890,그린빌2,84.65,"27,000",7,백석3로 91,직거래
충청남도 천안서북구 백석동,890,그린빌2,84.65,"23,400",6,백석3로 91,직거래
충청남도 천안서북구 백석동,890,그린빌2,84.65,"23,500",7,백석3로 91,중개거래
충청남도 천안서북구 백석동,890,그린빌2,84.65,"23,800",5,백석3로 91,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,84.9868,"42,300",16,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,84.9868,"37,900",7,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,84.9868,"45,000",16,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,84.9868,"43,000",10,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,122.6664,"55,000",3,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,84.8421,"38,200",5,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1178,백석2차아이파크,106.7213,"59,000",16,한들3로 35-23,중개거래
충청남도 천안서북구 백석동,1193,백석더샵아파트,84.0038,"39,000",8,한들3로 70,중개거래
충청남도 천안서북구 백석동,1193,백석더샵아파트,84.2532,"36,450",5,한들3로 70,중개거래
충청남도 천안서북구 백석동,1193,백석더샵아파트,84.0038,"39,000",17,한들3로 70,중개거래
충청남도 천안서북구 백석동,1193,백석더샵아파트,84.2532,"40,000",18,한들3로 70,중개거래
충청남도 천안서북구 백석동,1193,백석더샵아파트,84.0038,"36,800",2,한들3로 70,중개거래
충청남도 천안서북구 백석동,1193,백석더샵아파트,84.4993,"37,000",10,한들3로 70,중개거래
충청남도 천안서북구 백석동,658-69,백석동펜타폴리스5차,16.7224,"6,700",10,한들1로 9-25,직거래
충청남도 천안서북구 백석동,1007,백석리슈빌,130.8525,"45,700",14,한들3로 107,중개거래
충청남도 천안서북구 백석동,1007,백석리슈빌,84.9961,"30,500",14,한들3로 107,중개거래
충청남도 천안서북구 백석동,1007,백석리슈빌,84.9953,"31,500",18,한들3로 107,중개거래
충청남도 천안서북구 백석동,1007,백석리슈빌,103.5696,"41,000",12,한들3로 107,중개거래
충청남도 천안서북구 백석동,1007,백석리슈빌,130.8525,"47,000",7,한들3로 107,중개거래
충청남도 천안서북구 백석동,1007,백석리슈빌,130.8525,"40,000",2,한들3로 107,직거래
충청남도 천안서북구 백석동,941,백석마을아이파크,84.984,"31,000",4,한들3로 100,중개거래
충청남도 천안서북구 백석동,941,백석마을아이파크,84.995,"30,500",20,한들3로 100,중개거래
충청남도 천안서북구 백석동,941,백석마을아이파크,84.995,"27,500",4,한들3로 100,중개거래
충청남도 천안서북구 백석동,941,백석마을아이파크,84.995,"32,000",24,한들3로 100,중개거래
충청남도 천안서북구 백석동,919,백석벽산블루밍1차,84.886,"29,500",15,번영로 278-12,중개거래
충청남도 천안서북구 백석동,924,백석벽산블루밍2차,84.886,"20,500",8,번영로 278-11,중개거래
충청남도 천안서북구 백석동,924,백석벽산블루밍2차,84.999,"23,500",15,번영로 278-11,중개거래
충청남도 천안서북구 백석동,930,브라운스톤,84.992,"21,300",2,번영로 306-15,중개거래
충청남도 천안서북구 백석동,930,브라운스톤,84.992,"24,800",9,번영로 306-15,중개거래
충청남도 천안서북구 백석동,1200,천안백석3차IPARK,84.9562,"43,500",26,한들3로 36-17,중개거래
충청남도 천안서북구 백석동,1200,천안백석3차IPARK,74.9785,"37,700",20,한들3로 36-17,중개거래
충청남도 천안서북구 백석동,1200,천안백석3차IPARK,84.9562,"41,500",2,한들3로 36-17,중개거래
충청남도 천안서북구 백석동,1200,천안백석3차IPARK,84.7263,"41,000",15,한들3로 36-17,중개거래
충청남도 천안서북구 백석동,979,천안백석푸르지오,84.9222,"31,000",18,한들2로 88,중개거래
충청남도 천안서북구 백석동,979,천안백석푸르지오,84.7767,"28,400",16,한들2로 88,중개거래
충청남도 천안서북구 백석동,979,천안백석푸르지오,84.9222,"33,000",12,한들2로 88,중개거래
충청남도 천안서북구 백석동,979,천안백석푸르지오,84.887,"34,300",20,한들2로 88,중개거래
충청남도 천안서북구 백석동,979,천안백석푸르지오,84.9222,"31,500",10,한들2로 88,중개거래
충청남도 천안서북구 백석동,191-3,현대,73.89,"16,000",10,백석로 136,중개거래
충청남도 천안서북구 백석동,191-3,현대,73.89,"16,000",10,백석로 136,중개거래
충청남도 천안서북구 백석동,191-3,현대,84.67,"15,000",14,백석로 136,중개거래
충청남도 천안서북구 백석동,191-3,현대,84.67,"19,000",10,백석로 136,중개거래
충청남도 천안서북구 백석동,900,호반리젠시빌,84.9775,"26,000",10,백석2길 40,중개거래
충청남도 천안서북구 불당동,820,대동다숲,84.7824,"30,000",15,시청로 39,중개거래
충청남도 천안서북구 불당동,820,대동다숲,74.7797,"26,000",8,시청로 39,중개거래
충청남도 천안서북구 불당동,820,대동다숲,84.9722,"29,000",4,시청로 39,중개거래
충청남도 천안서북구 불당동,787,대원칸타빌,59.989,"24,700",12,불당11로 82,중개거래
충청남도 천안서북구 불당동,787,대원칸타빌,59.989,"24,700",12,불당11로 82,중개거래
충청남도 천안서북구 불당동,787,대원칸타빌,84.902,"29,500",12,불당11로 82,중개거래
충청남도 천안서북구 불당동,787,대원칸타빌,133.852,"37,000",3,불당11로 82,중개거래
충청남도 천안서북구 불당동,787,대원칸타빌,59.989,"22,500",1,불당11로 82,중개거래
충청남도 천안서북구 불당동,750,동일하이빌,74.89,"30,500",4,시청로 73,중개거래
충청남도 천안서북구 불당동,750,동일하이빌,74.89,"32,000",8,시청로 73,중개거래
충청남도 천안서북구 불당동,750,동일하이빌,74.89,"32,500",4,시청로 73,중개거래
충청남도 천안서북구 불당동,750,동일하이빌,139.85,"66,000",17,시청로 73,중개거래
충청남도 천안서북구 불당동,737,메가트로피,23.32,"5,700",11,검은들3길 3,중개거래
충청남도 천안서북구 불당동,737,메가트로피,19.2,"4,500",10,검은들3길 3,중개거래
충청남도 천안서북구 불당동,737,메가트로피,19.11,"4,500",8,검은들3길 3,중개거래
충청남도 천안서북구 불당동,737,메가트로피,18,"4,500",10,검은들3길 3,중개거래
충청남도 천안서북구 불당동,737,메가트로피,18,"4,500",12,검은들3길 3,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,59.7,"35,000",10,불당24로 10,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,59.92,"34,500",2,불당24로 10,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,74.59,"44,300",15,불당24로 10,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,59.7,"35,800",12,불당24로 10,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,59.92,"35,700",15,불당24로 10,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,59.92,"37,500",21,불당24로 10,중개거래
충청남도 천안서북구 불당동,1497,불당리더힐스,74.59,"43,700",6,불당24로 10,중개거래
충청남도 천안서북구 불당동,757,불당아이파크,134.31,"70,000",9,불당17길 14,직거래
충청남도 천안서북구 불당동,757,불당아이파크,84.95,"38,000",9,불당17길 14,중개거래
충청남도 천안서북구 불당동,757,불당아이파크,84.95,"42,000",6,불당17길 14,중개거래
충청남도 천안서북구 불당동,757,불당아이파크,84.95,"35,200",2,불당17길 14,중개거래
충청남도 천안서북구 불당동,757,불당아이파크,101.65,"56,000",2,불당17길 14,중개거래
충청남도 천안서북구 불당동,757,불당아이파크,101.65,"50,900",2,불당17길 14,직거래
충청남도 천안서북구 불당동,1503,불당이안,84.92,"49,000",4,불당23로 13,중개거래
충청남도 천안서북구 불당동,1503,불당이안,84.92,"52,500",28,불당23로 13,중개거래
충청남도 천안서북구 불당동,1503,불당이안,84.92,"50,500",7,불당23로 13,중개거래
충청남도 천안서북구 불당동,1503,불당이안,74.93,"42,500",11,불당23로 13,중개거래
충청남도 천안서북구 불당동,1503,불당이안,84.92,"53,000",27,불당23로 13,중개거래
충청남도 천안서북구 불당동,1503,불당이안,74.93,"43,500",14,불당23로 13,중개거래
충청남도 천안서북구 불당동,1494,불당파크푸르지오2단지,99.9938,"75,000",8,불당26로 122,중개거래
충청남도 천안서북구 불당동,1494,불당파크푸르지오2단지,110.9945,"94,000",18,불당26로 122,중개거래
충청남도 천안서북구 불당동,788,불당한성필하우스,59.9813,"19,000",2,불당11로 68,중개거래
충청남도 천안서북구 불당동,788,불당한성필하우스,59.9813,"21,800",7,불당11로 68,중개거래
충청남도 천안서북구 불당동,788,불당한성필하우스,59.9813,"20,000",7,불당11로 68,중개거래
충청남도 천안서북구 불당동,788,불당한성필하우스,59.9813,"21,500",10,불당11로 68,중개거래
충청남도 천안서북구 불당동,788,불당한성필하우스,59.9813,"21,200",10,불당11로 68,중개거래
충청남도 천안서북구 불당동,788,불당한성필하우스,59.9813,"21,700",11,불당11로 68,중개거래
충청남도 천안서북구 불당동,1811,불당호반베르디움TheFirst,59.916,"44,500",5,불당19로 200,중개거래
충청남도 천안서북구 불당동,1515,엘에이치천년나무7단지,59.96,"39,500",25,불당26로 99,중개거래
충청남도 천안서북구 불당동,1614,천안 불당 지웰시티푸르지오 2단지,99.9342,"78,800",5,불당26로 50,중개거래
충청남도 천안서북구 불당동,1498,천안불당 지웰푸르지오,99.995,"72,500",4,불당24로 38,중개거래
충청남도 천안서북구 불당동,1545,천안불당린스트라우스1단지,84.9729,"63,500",10,불당19로 95,중개거래
충청남도 천안서북구 불당동,1546,천안불당린스트라우스2단지,84.9235,"71,000",16,불당19로 111,중개거래
충청남도 천안서북구 불당동,1546,천안불당린스트라우스2단지,84.9235,"71,500",6,불당19로 111,중개거래
충청남도 천안서북구 불당동,1546,천안불당린스트라우스2단지,113.3359,"97,700",21,불당19로 111,중개거래
충청남도 천안서북구 불당동,1546,천안불당린스트라우스2단지,99.9908,"76,300",3,불당19로 111,중개거래
충청남도 천안서북구 불당동,1548,천안불당지웰더샵,84.9709,"77,500",29,불당26로 77,중개거래
충청남도 천안서북구 불당동,1613,천안불당호반써밋플레이스,84.7392,"71,000",15,불당21로 40,중개거래
충청남도 천안서북구 불당동,1613,천안불당호반써밋플레이스,84.7392,"68,000",5,불당21로 40,중개거래
충청남도 천안서북구 불당동,1613,천안불당호반써밋플레이스,84.9815,"64,000",2,불당21로 40,중개거래
충청남도 천안서북구 불당동,1613,천안불당호반써밋플레이스,84.7392,"68,000",4,불당21로 40,중개거래
충청남도 천안서북구 불당동,1292,펜타포트(101동102동),166.654,"92,000",12,공원로 195,중개거래
충청남도 천안서북구 불당동,1289,펜타포트(103동),195.107,"145,000",57,공원로 196,중개거래
충청남도 천안서북구 불당동,1289,펜타포트(103동),169.256,"100,000",47,공원로 196,중개거래
충청남도 천안서북구 불당동,1270,한화꿈에그린,127.2354,"36,000",2,광장로 260,중개거래
충청남도 천안서북구 불당동,1270,한화꿈에그린,127.2354,"38,000",3,광장로 260,중개거래
충청남도 천안서북구 불당동,1270,한화꿈에그린,127.2354,"43,000",3,광장로 260,중개거래
충청남도 천안서북구 불당동,1510,호반 베르디움 센트로 포레,97.3742,"64,500",11,불당23로 10,중개거래
충청남도 천안서북구 불당동,1510,호반 베르디움 센트로 포레,97.3742,"67,000",11,불당23로 10,중개거래
충청남도 천안서북구 불당동,1510,호반 베르디움 센트로 포레,97.3742,"66,500",13,불당23로 10,중개거래
충청남도 천안서북구 불당동,1510,호반 베르디움 센트로 포레,84.8939,"59,800",3,불당23로 10,중개거래
충청남도 천안서북구 불당동,1510,호반 베르디움 센트로 포레,97.3742,"61,700",3,불당23로 10,중개거래
충청남도 천안서북구 불당동,1510,호반 베르디움 센트로 포레,84.8939,"60,000",29,불당23로 10,중개거래
충청남도 천안서북구 불당동,780,호반리젠시빌스위트,117.5025,"40,000",6,봉서산로 85,중개거래
충청남도 천안서북구 불당동,780,호반리젠시빌스위트,117.5025,"44,500",14,봉서산로 85,중개거래
충청남도 천안서북구 성거읍 문덕리,231-6,하늘빛,39.9,"5,600",5,소우문덕길 5,중개거래
충청남도 천안서북구 성거읍 문덕리,231-6,하늘빛,59.35,"8,450",5,소우문덕길 5,중개거래
충청남도 천안서북구 성거읍 문덕리,231-6,하늘빛,59.35,"4,462",2,소우문덕길 5,직거래
충청남도 천안서북구 성거읍 문덕리,231-6,하늘빛,59.35,"7,000",1,소우문덕길 5,중개거래
충청남도 천안서북구 성거읍 송남리,585,북천안자이포레스트,43.8479,"12,900",17,성거길 20,중개거래
충청남도 천안서북구 성거읍 송남리,14,송죽,68.46,"5,900",5,성거길 79-1,중개거래
충청남도 천안서북구 성거읍 신월리,03월 03일,성거벽산,84.98,"16,500",15,봉주로 107-6,중개거래
충청남도 천안서북구 성거읍 신월리,03월 03일,성거벽산,84.98,"16,900",12,봉주로 107-6,중개거래
충청남도 천안서북구 성거읍 신월리,467,직산역꿈에그린,72.4513,"26,400",12,신월길 20,중개거래
충청남도 천안서북구 성거읍 신월리,467,직산역꿈에그린,72.4513,"28,200",7,신월길 20,중개거래
충청남도 천안서북구 성거읍 신월리,02월 26일,천안삼환나우빌,84.9132,"23,500",13,봉주로 120,중개거래
충청남도 천안서북구 성거읍 신월리,02월 26일,천안삼환나우빌,84.9132,"23,200",15,봉주로 120,중개거래
충청남도 천안서북구 성거읍 오목리,58,금정샛별,36.54,"4,250",8,망향로 811,중개거래
충청남도 천안서북구 성거읍 요방리,160-22,육영원룸,27.6,"3,050",6,망향로 343,중개거래
충청남도 천안서북구 성거읍 요방리,160-22,육영원룸,27.6,"2,750",1,망향로 343,중개거래
충청남도 천안서북구 성거읍 요방리,160-22,육영원룸,27.6,"2,550",1,망향로 343,중개거래
충청남도 천안서북구 성거읍 요방리,160-22,육영원룸,27.6,"2,900",6,망향로 343,중개거래
충청남도 천안서북구 성거읍 저리,Feb-53,삼일원앙,59.25,"11,500",5,성거길 103,중개거래
충청남도 천안서북구 성거읍 저리,01월 03일,청호포도마을,59.58,"9,000",6,망향로 785,중개거래
충청남도 천안서북구 성거읍 저리,01월 03일,청호포도마을,59.58,"10,200",9,망향로 785,중개거래
충청남도 천안서북구 성거읍 천흥리,533-5,진성,59.88,"7,000",10,성거길 152-9,중개거래
충청남도 천안서북구 성성동,697,천안레이크타운2차푸르지오,99.8471,"68,800",34,성성9로 14,중개거래
충청남도 천안서북구 성성동,697,천안레이크타운2차푸르지오,62.9457,"34,800",26,성성9로 14,중개거래
충청남도 천안서북구 성성동,697,천안레이크타운2차푸르지오,84.9076,"49,500",8,성성9로 14,중개거래
충청남도 천안서북구 성성동,697,천안레이크타운2차푸르지오,84.9077,"51,500",19,성성9로 14,중개거래
충청남도 천안서북구 성성동,697,천안레이크타운2차푸르지오,74.8041,"48,200",23,성성9로 14,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,73.6367,"48,000",11,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9903,"38,800",10,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,84.9811,"56,500",19,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9767,"37,000",25,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,73.6367,"42,000",3,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,84.9811,"56,000",16,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9903,"39,300",20,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,73.6367,"47,700",19,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9903,"39,000",22,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9767,"37,500",30,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9767,"35,000",4,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9903,"39,000",32,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,84.9811,"59,500",21,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,59.9903,"39,000",20,성성6로 68,중개거래
충청남도 천안서북구 성성동,969,천안레이크타운3차푸르지오,84.9838,"56,000",24,성성6로 68,중개거래
충청남도 천안서북구 성성동,696,천안레이크타운푸르지오,84.9076,"48,000",24,성성6로 111,중개거래
충청남도 천안서북구 성성동,696,천안레이크타운푸르지오,84.9077,"47,000",19,성성6로 111,중개거래
충청남도 천안서북구 성성동,696,천안레이크타운푸르지오,74.5657,"40,000",7,성성6로 111,중개거래
충청남도 천안서북구 성성동,696,천안레이크타운푸르지오,84.91,"47,000",35,성성6로 111,중개거래
충청남도 천안서북구 성성동,696,천안레이크타운푸르지오,84.9076,"49,700",9,성성6로 111,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,59.9934,"34,500",5,성성6로 21,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,74.6803,"38,000",8,성성6로 21,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,74.5302,"43,500",14,성성6로 21,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,74.6803,"43,000",23,성성6로 21,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,59.9934,"38,750",17,성성6로 21,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,59.9934,"39,000",16,성성6로 21,중개거래
충청남도 천안서북구 성성동,827,천안시티자이,84.9474,"48,000",9,성성6로 21,직거래
충청남도 천안서북구 성성동,827,천안시티자이,84.9474,"46,000",4,성성6로 21,중개거래
