시군구,번지,단지명,전용면적(㎡),거래금액(만원),층,도로명,거래유형
강원도 강릉시 교동,1982,강릉교동롯데캐슬1단지,135.1727,"59,000",4,화부산로99번길 12,중개거래
강원도 강릉시 교동,1983,강릉교동롯데캐슬2단지,135.1008,"51,500",9,화부산로111번길 24,중개거래
강원도 강릉시 교동,1750,교동1주공,59.89,"23,200",12,가작로 78,중개거래
강원도 강릉시 교동,1766,교동3주공,59.86,"27,000",10,교동광장로 138-12,중개거래
강원도 강릉시 교동,1766,교동3주공,59.79,"26,000",4,교동광장로 138-12,중개거래
강원도 강릉시 교동,357,교동이-편한세상,84.7155,"35,000",8,종합운동장길 92,중개거래
강원도 강릉시 교동,332-2,대인맨션,84.72,"20,000",1,화부산로141번길 45,중개거래
강원도 강릉시 교동,175-1,오뚜기,53.19,"4,800",5,율곡로2874번길 5,중개거래
강원도 강릉시 교동,Jan-46,한신,59.84,"19,700",13,명륜로 95-7,중개거래
강원도 강릉시 내곡동,616,강부2,41.18,"7,400",1,관대길 63,중개거래
강원도 강릉시 내곡동,616,강부2,41.18,"7,400",1,관대길 63,중개거래
강원도 강릉시 내곡동,127,남산삼익,58.74,"10,500",3,남부로125번길 37,중개거래
강원도 강릉시 내곡동,127,남산삼익,58.74,"9,900",5,남부로125번길 37,중개거래
강원도 강릉시 내곡동,469,내곡동현대,59.84,"21,000",16,범일로 645,중개거래
강원도 강릉시 내곡동,469,내곡동현대,59.84,"17,600",14,범일로 645,중개거래
강원도 강릉시 내곡동,623,내곡주공,39.3,"9,000",4,관대길16번길 6,중개거래
강원도 강릉시 내곡동,623,내곡주공,46.68,"9,500",1,관대길16번길 6,중개거래
강원도 강릉시 내곡동,476,내곡한라,59.97,"21,500",9,강변로 114,중개거래
강원도 강릉시 내곡동,476,내곡한라,59.97,"17,000",6,강변로 114,중개거래
강원도 강릉시 내곡동,476,내곡한라,84.95,"23,000",1,강변로 114,중개거래
강원도 강릉시 내곡동,758,벽산블루밍더베스트아파트,59.96,"27,000",16,범일로579번길 29-6,중개거래
강원도 강릉시 내곡동,136,삼익타워맨션,116.08,"21,900",4,남산초교길 65,중개거래
강원도 강릉시 노암동,618-1,고합,32.04,"6,600",3,남부로125번길 23,중개거래
강원도 강릉시 노암동,605,노암3한라,59.994,"14,600",5,남부로125번길 7,중개거래
강원도 강릉시 노암동,610,노암남산현대,84.99,"25,000",10,남부로125번길 11,중개거래
강원도 강릉시 노암동,385,한라2,59.989,"15,000",6,남부로191번길 21,중개거래
강원도 강릉시 노암동,245-5,현대,84.945,"21,000",10,율곡로 2733,중개거래
강원도 강릉시 송정동,1065,강릉송정신원아침도시,84.9522,"42,000",2,경강로 2498,직거래
강원도 강릉시 송정동,1065,강릉송정신원아침도시,109.495,"62,000",11,경강로 2498,중개거래
강원도 강릉시 송정동,1065,강릉송정신원아침도시,75.9722,"42,000",6,경강로 2498,중개거래
강원도 강릉시 송정동,110-5,비치소라,54.03,"12,700",4,팔송길 26,중개거래
강원도 강릉시 연곡면 영진리,305-2,삼우그린,30.24,"6,000",13,연주로 132,중개거래
강원도 강릉시 연곡면 영진리,305-2,삼우그린,43.2,"9,000",11,연주로 132,중개거래
강원도 강릉시 연곡면 영진리,305-2,삼우그린,30.24,"6,500",5,연주로 132,중개거래
강원도 강릉시 연곡면 영진리,12,영진부영2,59.987,"16,700",3,영진3길 43,중개거래
강원도 강릉시 연곡면 영진리,12,영진부영2,84.8923,"25,000",4,영진3길 43,중개거래
강원도 강릉시 연곡면 영진리,380,영진부영3,84.9157,"23,000",11,영진3길 15,직거래
강원도 강릉시 연곡면 영진리,381,영진코아루비치테라스,29.9674,"12,600",8,홍질목길 12,중개거래
강원도 강릉시 유천동,778,엘에이치선수촌8단지,74.88,"41,000",13,선수촌로 113,중개거래
강원도 강릉시 유천동,778,엘에이치선수촌8단지,74.88,"39,000",24,선수촌로 113,중개거래
강원도 강릉시 입암동,503-2,강동2,59.64,"8,300",5,강변로410번길 37,중개거래
강원도 강릉시 입암동,608-3,삼우그린,59.89,"11,400",2,강변로 458,중개거래
강원도 강릉시 입암동,543-3,에버그린,59.85,"13,700",2,강변로440번길 30,중개거래
강원도 강릉시 입암동,543-3,에버그린,59.85,"14,000",8,강변로440번길 30,중개거래
강원도 강릉시 입암동,543-3,에버그린,59.85,"13,800",9,강변로440번길 30,중개거래
강원도 강릉시 입암동,210,이안강릉타운,157.34,"43,000",3,성덕로 316-22,직거래
강원도 강릉시 입암동,641,입암1주공,39.72,"11,600",1,강변로 364,중개거래
강원도 강릉시 입암동,49,입암2주공,39.69,"12,500",1,강변로 508,중개거래
강원도 강릉시 입암동,685,입암4주공,59.8,"15,400",1,성덕포남로 89,중개거래
강원도 강릉시 입암동,685,입암4주공,59.8,"16,400",13,성덕포남로 89,중개거래
강원도 강릉시 입암동,685,입암5주공,49.97,"13,400",10,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,입암5주공,39.99,"9,500",9,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,입암5주공,49.97,"12,800",13,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,입암5주공,49.97,"13,500",9,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,입암5주공,49.97,"13,500",4,성덕포남로 89-17,직거래
강원도 강릉시 입암동,709-1,입암6주공,59.99,"18,600",12,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,입암6주공,49.62,"13,000",12,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,입암6주공,49.62,"12,800",4,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,입암6주공,59.99,"16,100",9,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,입암6주공,59.99,"16,100",9,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,입암6주공,59.99,"18,400",7,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,입암6주공,49.62,"12,000",5,성덕포남로 39,직거래
강원도 강릉시 입암동,440,입암현대,59.956,"22,000",2,용지로 19,중개거래
강원도 강릉시 입암동,440,입암현대,84.904,"25,500",10,용지로 19,직거래
강원도 강릉시 입암동,445-2,태경태우광업소사원,36.69,"3,850",3,강중길46번길 23,직거래
강원도 강릉시 입암동,506-5,태평양임대,34.722,"6,800",7,강변로410번길 31-5,중개거래
강원도 강릉시 입암동,506-5,태평양임대,39.348,"7,550",2,강변로410번길 31-5,중개거래
강원도 강릉시 입암동,506-5,태평양임대,34.722,"7,000",10,강변로410번길 31-5,중개거래
강원도 강릉시 주문진읍 교항리,240-11,극동,84.93,"17,000",6,웃사다리4길 20,직거래
강원도 강릉시 주문진읍 교항리,398-10,신생빌라,83.2,"7,000",5,신리대동길 31-4,중개거래
강원도 강릉시 주문진읍 교항리,1166-1,우신그린피아임대,59.98,"8,500",8,보리골길 26,중개거래
강원도 강릉시 주문진읍 교항리,1166-1,우신그린피아임대,59.98,"9,800",14,보리골길 26,중개거래
강원도 강릉시 주문진읍 교항리,430-1,유성,49.89,"6,000",3,매맥이윗길 12-4,직거래
강원도 강릉시 주문진읍 교항리,430-1,유성,49.89,"5,300",5,매맥이윗길 12-4,중개거래
강원도 강릉시 주문진읍 교항리,1269,주문진벽산블루밍오션힐스,59.9493,"26,000",2,장성로 25,직거래
강원도 강릉시 주문진읍 주문리,1586,주문진삼부르네상스,59.925,"26,000",7,철둑길 45-11,중개거래
강원도 강릉시 주문진읍 주문리,1585,케이티레파트더블루힐,59.33,"9,200",2,주문북로 147-32,직거래
강원도 강릉시 주문진읍 주문리,1585,케이티레파트더블루힐,84.974,"16,400",14,주문북로 147-32,중개거래
강원도 강릉시 주문진읍 주문리,1585,케이티레파트더블루힐,59.33,"28,800",10,주문북로 147-32,직거래
강원도 강릉시 초당동,181,유화2,78.167,"20,000",11,연당길 94-6,중개거래
강원도 강릉시 초당동,155,유화3,45.68,"11,000",4,연당길 82,직거래
강원도 강릉시 초당동,128,현대,84.58,"24,000",1,초당원길 26-2,중개거래
강원도 강릉시 초당동,128,현대,59.875,"17,400",9,초당원길 26-2,직거래
강원도 강릉시 포남동,1183-4,강릉7(1183-4),81.28,"19,700",5,경강로2301번길 22,중개거래
강원도 강릉시 포남동,1183-4,강릉7(1183-4),81.28,"22,900",5,경강로2301번길 22,중개거래
강원도 강릉시 포남동,1183-4,강릉7(1183-4),81.28,"19,000",4,경강로2301번길 22,중개거래
강원도 강릉시 포남동,1005-249,강부1,55.41,"8,300",1,경강로2256번길 8,중개거래
강원도 강릉시 포남동,1150-3,강부3,59.677,"9,600",2,남구길10번길 35,중개거래
강원도 강릉시 포남동,1005-253,동남2,54.945,"10,700",5,경강로2234번길 15,중개거래
강원도 강릉시 포남동,1005-253,동남2,54.945,"9,700",5,경강로2234번길 15,중개거래
강원도 강릉시 포남동,1241-6,미진맨션2,84.99,"15,000",3,강릉대로 422-12,중개거래
강원도 강릉시 포남동,1293-1,일송,59.135,"17,500",8,하평3길 37,중개거래
강원도 강릉시 포남동,1293-1,일송,59.135,"17,500",8,하평3길 37,중개거래
강원도 강릉시 포남동,1065,포남1주공,42.54,"12,500",5,보래미상길 65,중개거래
강원도 강릉시 홍제동,1007,강릉홍제힐스테이트,129.689,"44,500",8,토성로 39,중개거래
강원도 강릉시 홍제동,1007,강릉홍제힐스테이트,84.961,"35,000",13,토성로 39,중개거래
강원도 강릉시 홍제동,125-1,미성,59.8,"12,600",3,토성로 55,중개거래
강원도 강릉시 홍제동,1044,엘에이치미디어촌6단지,59.98,"31,500",12,선수촌로 10,중개거래
강원도 강릉시 홍제동,1044,엘에이치미디어촌6단지,59.98,"31,500",12,선수촌로 10,중개거래
강원도 강릉시 홍제동,1037,우미린아파트,78.4089,"40,500",19,선수촌로 55,중개거래
강원도 강릉시 홍제동,122,우산,33.225,"7,100",3,토성로 51,중개거래
강원도 강릉시 홍제동,158,홍제푸르지오,105.715,"36,000",1,홍제로71번길 1,중개거래
강원도 강릉시 홍제동,1055,홍제한신휴플러스,84.59,"39,000",13,토성로 56,중개거래
강원도 강릉시 회산동,608,강릉서희스타힐스리버파크,74.6787,"32,400",15,회산로 344,중개거래
강원도 강릉시 회산동,608,강릉서희스타힐스리버파크,84.8956,"34,700",7,회산로 344,중개거래
강원도 강릉시 회산동,130,힐스테이트강릉,74.9974,"28,000",15,회산로383번길 37,중개거래
강원도 고성군 간성읍 신안리,111,고성삼익레스타운,39.36,"7,200",14,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,고성삼익레스타운,39.36,"7,200",9,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,고성삼익레스타운,59.68,"13,450",8,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,고성삼익레스타운,39.36,"7,500",15,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,고성삼익레스타운,39.36,"7,000",2,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,고성삼익레스타운,39.36,"7,550",14,남천마루2길 6,중개거래
강원도 고성군 거진읍 거진리,428-5,동진,49.44,"6,000",5,거탄진로 21,중개거래
강원도 고성군 토성면 봉포리,384,고성봉포코아루오션비치,63.8634,"25,000",2,학사촌길 91-7,중개거래
강원도 고성군 토성면 봉포리,384,고성봉포코아루오션비치,84.6702,"45,000",17,학사촌길 91-7,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"32,000",16,천진7길 29,직거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"34,300",13,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"33,750",10,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"35,300",20,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"35,300",20,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"34,300",13,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"34,800",14,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"35,150",15,천진7길 29,중개거래
강원도 고성군 토성면 천진리,476,고성천진한신더휴,84.9721,"34,800",14,천진7길 29,중개거래
강원도 고성군 토성면 청간리,217,유진클래시움,59.52,"19,800",6,아야진해변길 1,중개거래
강원도 고성군 토성면 청간리,217,유진클래시움,37.65,"10,500",8,아야진해변길 1,직거래
강원도 동해시 대진동,02월 02일,화목썬빌리지,84.863,"15,500",1,일출로 432,직거래
강원도 동해시 대진동,02월 02일,화목썬빌리지,84.863,"15,600",2,일출로 432,직거래
강원도 동해시 대진동,02월 02일,화목썬빌리지,84.863,"15,500",1,일출로 432,직거래
강원도 동해시 대진동,02월 02일,화목썬빌리지,84.863,"15,600",2,일출로 432,직거래
강원도 동해시 동회동,442,"대동1,2차",59.3575,"7,700",1,청운1길 29,중개거래
강원도 동해시 동회동,442,"대동1,2차",59.97,"8,300",4,청운1길 29,중개거래
강원도 동해시 동회동,442,"대동1,2차",45,"6,200",13,청운1길 29,중개거래
강원도 동해시 동회동,442,"대동1,2차",73.4675,"13,000",11,청운1길 29,중개거래
강원도 동해시 동회동,442,"대동1,2차",73.4675,"11,800",1,청운1길 29,중개거래
강원도 동해시 동회동,442,대동3차,59.3575,"9,300",9,청운1길 29,중개거래
강원도 동해시 동회동,442,현대4차,45,"6,700",6,청운1길 29,중개거래
강원도 동해시 동회동,442,현대4차,73.4675,"12,800",15,청운1길 29,중개거래
강원도 동해시 동회동,442,현대5차,84.9562,"17,000",19,청운1길 29,중개거래
강원도 동해시 동회동,442,현대5차,84.9562,"16,100",3,청운1길 29,중개거래
강원도 동해시 동회동,86,협성2차,59.6,"7,600",3,효자남길 8-7,중개거래
강원도 동해시 묵호진동,1-83,삼본임대,40.965,"6,000",6,해맞이길 231,직거래
강원도 동해시 발한동,253,대림,68.7747,"11,000",6,관사길 6,직거래
강원도 동해시 발한동,253,대림,68.7747,"11,000",6,관사길 6,직거래
강원도 동해시 발한동,599-1,우석1차,32.28,"3,000",4,수원지2길 19,직거래
강원도 동해시 발한동,599-1,우석1차,32.28,"3,550",4,수원지2길 17-4,중개거래
강원도 동해시 발한동,801,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,"21,000",12,지리골길 31,직거래
강원도 동해시 부곡동,Feb-31,삼화미성,49.89,"4,750",3,부곡4길 10,중개거래
강원도 동해시 부곡동,80,선샤인파크,77.1,"13,000",9,임항로 10,직거래
강원도 동해시 부곡동,599-32,우석2차,51.21,"3,650",2,수원지2길 17-8,직거래
강원도 동해시 북평동,327,e편한세상동해,78.88,"27,300",2,단봉길 39,중개거래
강원도 동해시 북평동,327,e편한세상동해,84.98,"31,450",11,단봉길 39,중개거래
강원도 동해시 북평동,327,e편한세상동해,84.98,"32,000",12,단봉길 39,중개거래
강원도 동해시 북평동,233,성협4차,84.9,"7,000",4,단봉길 6,직거래
강원도 동해시 쇄운동,1100,아름다운아침,49.95,"7,200",7,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,아름다운아침,49.95,"7,200",7,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,아름다운아침,39.08,"6,400",15,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,아름다운아침,39.08,"6,200",7,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,아름다운아침,49.95,"7,250",5,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,아름다운아침,39.08,"6,400",4,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,아름다운아침,49.95,"7,000",15,효자로 572-1,중개거래
강원도 동해시 이도동,751,동해아이파크,84.98,"31,000",12,배골길 32-4,중개거래
강원도 동해시 이도동,751,동해아이파크,84.98,"29,200",5,배골길 32-4,중개거래
강원도 동해시 이도동,753,동해이도코아루더스카이,84.9464,"25,500",7,동해대로 4833,중개거래
강원도 동해시 이도동,753,동해이도코아루더스카이,75.4987,"25,500",14,동해대로 4833,중개거래
강원도 동해시 이도동,753,동해이도코아루더스카이,75.4987,"24,850",13,동해대로 4833,중개거래
강원도 동해시 이도동,155,이도1주공,49.62,"6,700",13,이원길 180-2,중개거래
강원도 동해시 이도동,154,이도2주공,59.39,"9,200",4,이원길 180-2,중개거래
강원도 동해시 이로동,433-31,동해규수방,41.94,"2,300",1,월평로 49,직거래
강원도 동해시 천곡동,1077-16,리더스빌,123.48,"14,800",5,샘실3길 82-4,중개거래
강원도 동해시 천곡동,965-1,범주성지(가나),59.95,"6,000",5,감추1길 8,중개거래
강원도 동해시 천곡동,1077,삼성,59.16,"11,400",5,대학로 31,중개거래
강원도 동해시 천곡동,1077,삼성,59.16,"8,000",7,대학로 31,중개거래
강원도 동해시 천곡동,1060-2,센트로빌,84.9685,"16,500",14,한섬로 73,중개거래
강원도 동해시 천곡동,1060-2,센트로빌,59.9587,"13,300",2,한섬로 73,중개거래
강원도 동해시 천곡동,1004-1,시영3차,49.94,"6,000",5,동굴로 20,직거래
강원도 동해시 천곡동,1080,천곡주공1차,44.78,"6,700",5,천곡로 20,중개거래
강원도 동해시 천곡동,1080,천곡주공1차,43.97,"8,100",4,천곡로 20,중개거래
강원도 동해시 천곡동,1060-1,천곡주공2차,49.22,"9,000",4,한섬로 87,중개거래
강원도 동해시 천곡동,306,천곡주공3차,49.22,"6,900",5,동굴로 61-19,중개거래
강원도 동해시 천곡동,415,천곡주공4차,39.6,"5,700",5,샘실1길 5,직거래
강원도 동해시 천곡동,415,천곡주공4차,47.01,"8,200",4,샘실1길 5,중개거래
강원도 동해시 천곡동,415,천곡주공4차,39.69,"6,500",5,샘실1길 5,중개거래
강원도 동해시 천곡동,415,천곡주공4차,39.99,"8,400",3,샘실1길 5,중개거래
강원도 동해시 천곡동,415,천곡주공4차,39.99,"6,550",4,샘실1길 5,중개거래
강원도 동해시 천곡동,415,천곡주공4차,39.69,"6,700",2,샘실1길 5,중개거래
강원도 동해시 천곡동,794,한양2차,72.71,"9,250",4,천곡로 15,중개거래
강원도 동해시 천곡동,794,한양2차,49.81,"6,850",1,천곡로 15,중개거래
강원도 동해시 천곡동,794,한양2차,49.81,"7,000",11,천곡로 15,중개거래
강원도 동해시 천곡동,380-2,현대1차,84.945,"15,500",13,한섬로 8,중개거래
강원도 동해시 천곡동,380-2,현대1차,84.945,"14,900",4,한섬로 8,중개거래
강원도 동해시 천곡동,380-2,현대1차,84.945,"15,450",8,한섬로 8,중개거래
강원도 동해시 천곡동,380-2,현대1차,84.945,"15,000",9,한섬로 8,중개거래
강원도 동해시 평릉동,449,동해하나리움,59.9844,"17,400",10,평원로 115,중개거래
강원도 동해시 평릉동,449,동해하나리움,59.9844,"16,700",5,평원로 115,직거래
강원도 동해시 평릉동,449,동해하나리움,59.4026,"12,000",14,평원로 115,직거래
강원도 동해시 평릉동,449,동해하나리움,59.9844,"18,000",13,평원로 115,중개거래
강원도 동해시 평릉동,449,동해하나리움,59.9844,"17,500",5,평원로 115,중개거래
강원도 동해시 평릉동,285,렉시움,84.7476,"31,500",10,평릉길 63-1,중개거래
강원도 동해시 평릉동,456,코아루디오션,84.9694,"29,000",4,평원로 100,중개거래
강원도 동해시 평릉동,456,코아루디오션,84.9694,"29,000",4,평원로 100,중개거래
강원도 동해시 효가동,256,명보1차,46.25,"2,000",5,분토길 22,직거래
강원도 동해시 효가동,256,명보1차,46.25,"2,150",5,분토길 22,직거래
강원도 동해시 효가동,362-34,유존양지,52.41,"3,150",5,양지1길 21,중개거래
강원도 동해시 효가동,362-34,유존양지,52.41,"3,000",4,양지1길 21,직거래
강원도 삼척시 교동,788,교동지웰,59.8194,"17,300",6,동해대로 4183,중개거래
강원도 삼척시 교동,733-1,교동코아루,60,"9,600",8,교동로 133,중개거래
강원도 삼척시 교동,733-1,교동코아루,60,"8,500",1,교동로 133,중개거래
강원도 삼척시 교동,733-1,교동코아루,60,"9,100",1,교동로 133,중개거래
강원도 삼척시 교동,733-1,교동코아루,60,"9,200",6,교동로 133,직거래
강원도 삼척시 교동,733-1,교동코아루,84.929,"19,000",6,교동로 133,중개거래
강원도 삼척시 교동,733-1,교동코아루,60,"8,900",15,교동로 133,직거래
강원도 삼척시 교동,733-1,교동코아루,60,"9,400",4,교동로 133,중개거래
강원도 삼척시 교동,501-5,동부,59.83,"9,000",8,동해대로 4273,중개거래
강원도 삼척시 교동,501-5,동부,59.83,"8,500",2,동해대로 4273,중개거래
강원도 삼척시 교동,745-1,신동아,59.895,"11,900",15,정상로 90,중개거래
강원도 삼척시 교동,555,현대,59.62,"7,500",15,봉황로 147,중개거래
강원도 삼척시 남양동,337-3,백조맨션1차,84.76,"7,800",4,남양길 13-68,직거래
강원도 삼척시 남양동,348-3,백조임대(348-3),35.7,"3,000",3,남양길 63-24,직거래
강원도 삼척시 남양동,348-2,한흥3,39.93,"5,800",1,남양안길 76,중개거래
강원도 삼척시 마달동,Apr-53,누가,27.18,"2,300",4,마달1길 75,직거래
강원도 삼척시 원당동,122-3,원당현대,84.937,"14,600",10,오십천로 301-30,중개거래
강원도 삼척시 원당동,117,한양,84.54,"13,000",8,오십천로 295-7,직거래
강원도 삼척시 원덕읍 호산리,213-1,삼보빌라,77.56,"6,000",2,호산2길 114-5,중개거래
강원도 삼척시 정상동,356-2,강부3차,27.36,"3,850",10,동해대로 4122-20,중개거래
강원도 삼척시 정상동,457-3,석미,56.97,"7,400",10,청석로 78,중개거래
강원도 삼척시 정상동,457-3,석미,39.87,"5,500",2,청석로 78,중개거래
강원도 삼척시 정상동,457-3,석미,56.97,"7,000",2,청석로 78,중개거래
강원도 삼척시 정상동,457-3,석미,56.97,"7,600",3,청석로 78,중개거래
강원도 삼척시 정상동,316-3,유성,48.03,"4,800",1,동해대로 4044-13,중개거래
강원도 삼척시 정상동,316-3,유성,59.43,"6,700",12,동해대로 4044-13,직거래
강원도 삼척시 정상동,316-3,유성,39.48,"4,100",5,동해대로 4044-13,중개거래
강원도 삼척시 정상동,316-3,유성,48.03,"4,900",8,동해대로 4044-13,직거래
강원도 삼척시 정상동,457-1,청솔1차,59.85,"9,000",11,청석로 64,중개거래
강원도 삼척시 정상동,457-1,청솔1차,59.85,"7,900",12,청석로 64,중개거래
강원도 삼척시 정상동,473,현진에버빌,84.957,"27,600",15,정상로 35,중개거래
강원도 속초시 교동,781-12,계명,30.21,"6,000",8,미시령로 3373-7,중개거래
강원도 속초시 교동,781-12,계명,30.21,"5,850",11,미시령로 3373-7,중개거래
강원도 속초시 교동,781-12,계명,30.21,"5,450",4,미시령로 3373-7,중개거래
강원도 속초시 교동,781-12,계명,30.21,"5,700",6,미시령로 3373-7,중개거래
강원도 속초시 교동,781-12,계명,30.21,"5,850",8,미시령로 3373-7,중개거래
강원도 속초시 교동,781-12,계명,30.21,"5,000",3,미시령로 3373-7,직거래
강원도 속초시 교동,1029,남광하우스토리,59.5144,"21,900",7,동해대로 4284,중개거래
강원도 속초시 교동,1029,남광하우스토리,84.9976,"29,000",7,동해대로 4284,중개거래
강원도 속초시 교동,1029,남광하우스토리,84.9976,"29,500",14,동해대로 4284,중개거래
강원도 속초시 교동,1029,남광하우스토리,59.5144,"23,000",16,동해대로 4284,중개거래
강원도 속초시 교동,1029,남광하우스토리,35.3544,"15,500",8,동해대로 4284,중개거래
강원도 속초시 교동,783,대명늘푸른,59.9584,"16,000",6,미시령로3337번길 7,중개거래
강원도 속초시 교동,783,대명늘푸른,59.9584,"12,800",8,미시령로3337번길 7,중개거래
강원도 속초시 교동,781-1,동부,60,"13,500",3,미시령로3359번길 15,중개거래
강원도 속초시 교동,781-1,동부,60,"17,200",20,미시령로3359번길 15,중개거래
강원도 속초시 교동,781-1,동부,60,"15,400",4,미시령로3359번길 15,중개거래
강원도 속초시 교동,767-224,럭키설악1,84.93,"15,500",4,만천4길 1,중개거래
강원도 속초시 교동,767-224,럭키설악1,84.93,"15,500",13,만천4길 1,중개거래
강원도 속초시 교동,767-36,로얄골든,58.86,"6,100",1,만천4길 27,중개거래
강원도 속초시 교동,767-36,로얄골든,58.86,"6,200",5,만천4길 27,중개거래
강원도 속초시 교동,904-6,로얄나하나1차,59.97,"11,000",5,만천1길 43,중개거래
강원도 속초시 교동,904-6,로얄나하나1차,59.97,"11,200",1,만천1길 43,중개거래
강원도 속초시 교동,1027,명지미래힐,118.0531,"34,800",9,미시령로3337번길 20,중개거래
강원도 속초시 교동,924,삼호,39.906,"8,750",4,밤골3길 27,중개거래
강원도 속초시 교동,984,석미모닝파크,73.1,"26,000",14,수복로 12,중개거래
강원도 속초시 교동,984,석미모닝파크,73.1,"26,000",14,수복로 12,중개거래
강원도 속초시 교동,619-33,설악현대,71.137,"15,100",11,미시령로3389번길 10,중개거래
강원도 속초시 교동,619-33,설악현대,84.615,"13,000",14,미시령로3389번길 10,직거래
강원도 속초시 교동,619-33,설악현대,71.137,"14,000",15,미시령로3389번길 10,직거래
강원도 속초시 교동,619-33,설악현대,71.137,"14,000",15,미시령로3389번길 10,직거래
강원도 속초시 교동,619-33,설악현대,71.137,"14,000",5,미시령로3389번길 10,직거래
강원도 속초시 교동,1030,속초교동시티프라디움,84.3403,"37,000",11,미시령로 3307,중개거래
강원도 속초시 교동,627-135,속초대명1(대명타워),59.78,"10,000",5,교동로7길 36,직거래
강원도 속초시 교동,627-306,속초대명3,59.93,"9,000",11,교동로7길 26,중개거래
강원도 속초시 교동,1033,속초미소지움더뷰,84.9567,"34,900",22,중앙로17번길 11,중개거래
강원도 속초시 교동,898,주공2,39.69,"15,000",2,번영로43번길 52,직거래
강원도 속초시 교동,898,주공2,39.3,"13,500",3,번영로43번길 52,직거래
강원도 속초시 교동,898,주공2,39.6,"13,500",2,번영로43번길 52,중개거래
강원도 속초시 교동,961-1,주공3,51.66,"10,200",1,먹거리길 17,중개거래
강원도 속초시 교동,618-10,현대1,84.99,"15,700",2,미시령로3359번길 9,중개거래
강원도 속초시 교동,618-10,현대1,75.24,"18,200",5,미시령로3359번길 9,중개거래
강원도 속초시 교동,781-6,현대2,84.96,"16,800",9,미시령로3359번길 4,중개거래
강원도 속초시 교동,782,현대3,84.975,"20,500",7,미시령로3337번길 6-43,중개거래
강원도 속초시 교동,782,현대3,84.975,"18,000",3,미시령로3359번길 5,중개거래
강원도 속초시 교동,620,협성,28.07,"5,800",7,미시령로3359번길 42,중개거래
강원도 속초시 교동,620,협성,28.07,"5,500",9,미시령로3359번길 42,중개거래
강원도 속초시 교동,620,협성,28.07,"5,900",4,미시령로3359번길 42,중개거래
강원도 속초시 금호동,605-3,금호로얄맨션,59.97,"12,900",9,미시령로 3421,중개거래
강원도 속초시 금호동,630,생모리츠,45.2346,"17,650",2,수복로 174,중개거래
강원도 속초시 금호동,622-66,서울대명2,59.4,"14,500",9,미시령로 3429,중개거래
강원도 속초시 금호동,622-66,서울대명2,84.63,"20,000",7,미시령로 3429,중개거래
강원도 속초시 금호동,622-66,서울대명2,59.4,"13,000",11,미시령로 3429,직거래
강원도 속초시 금호동,627,속초e-편한세상,84.975,"30,200",3,미시령로 3439,중개거래
강원도 속초시 대포동,367-1,대명빌라트,73.64,"12,000",2,동해대로 3799-22,직거래
강원도 속초시 동명동,512,대명영랑호,59.93,"12,000",2,영랑호반길 103,직거래
강원도 속초시 동명동,599,속초롯데캐슬인더스카이,84.81,"42,067",3,수복로 235,중개거래
강원도 속초시 영랑동,180-1,대명드림빌,84.3789,"27,500",8,영랑로 23,중개거래
강원도 속초시 영랑동,216-2,무궁화,67.7,"10,500",1,영랑로2길 11,중개거래
강원도 속초시 영랑동,157,양우비치타워맨션,59.985,"17,000",9,영랑로4길 10,직거래
강원도 속초시 영랑동,157,양우비치타워맨션,59.985,"12,800",1,영랑로4길 10,중개거래
